BH,LON,LAT,SPEI,RS_anomaly,IGBP,Vegetation
48276,86.982,31.651,-3.214366202,-1.089025213,10,Grassland
47522,86.982,31.851,-3.884455222,-1.049745601,10,Grassland
47138,86.982,31.951,-3.572641768,-1.93559403,10,Grassland
46758,86.982,32.051,-3.824720249,-0.884731814,10,Grassland
46368,86.982,32.151,-3.794852763,-1.340990289,10,Grassland
45985,86.982,32.251,-3.765203588,-1.412192211,10,Grassland
45195,86.982,32.451,-3.749130934,-1.514564857,10,Grassland
44427,86.982,32.651,-3.733058281,-1.476455443,10,Grassland
43277,86.982,32.951,-2.695661653,-1.305426348,10,Grassland
42896,86.982,33.051,-3.713227954,-1.309217798,10,Grassland
40635,86.982,33.651,-3.760714088,-1.013024578,10,Grassland
38792,86.982,34.151,-2.599215522,-1.852615434,10,Grassland
38436,86.982,34.251,-3.382962857,-1.642543002,10,Grassland
38088,86.982,34.351,-3.092049578,-1.497169319,10,Grassland
36058,86.982,34.951,-2.354336412,-3.215413775,10,Grassland
16535,86.982,42.451,-2.384423412,-1.112645813,10,Grassland
16301,86.982,42.551,-2.207727977,-1.227279432,10,Grassland
16063,86.982,42.651,-2.445370696,-1.49783295,10,Grassland
15570,86.982,42.851,-2.42664525,-1.589110133,10,Grassland
15310,86.982,42.951,-2.20953577,-1.056300692,10,Grassland
14298,86.982,43.351,-2.021246527,-0.594966024,10,Grassland
14025,86.982,43.451,-2.036297465,-1.352887564,10,Grassland
13749,86.982,43.551,-2.015355858,0.131892259,10,Grassland
13461,86.982,43.651,-2.264994241,-1.009006679,10,Grassland
13199,86.982,43.751,-2.272396389,-1.098086351,10,Grassland
12937,86.982,43.851,-2.234784986,-0.824689629,10,Grassland
12686,86.982,43.951,-2.138133491,-0.40199531,10,Grassland
12438,86.982,44.051,-2.132193838,-1.020989288,10,Grassland
12198,86.982,44.151,-2.062362044,-1.250446584,10,Grassland
11950,86.982,44.251,-2.002238019,-1.029200152,10,Grassland
11464,86.982,44.451,-2.072673381,-0.642624756,12,Cropland
11228,86.982,44.551,-2.343511681,-0.957515708,10,Grassland
10991,86.982,44.651,-2.377735894,0.21229606,12,Cropland
10758,86.982,44.751,-2.054547165,-0.513391601,12,Cropland
6978,86.982,46.751,-2.148329263,-0.755218275,10,Grassland
6787,86.982,46.851,-2.146737497,-0.15373067,10,Grassland
6602,86.982,46.951,-2.007017262,0.816203602,10,Grassland
6226,86.982,47.151,-2.141962199,-0.919092568,10,Grassland
5887,86.982,47.351,-2.122942952,-1.640036571,10,Grassland
5710,86.982,47.451,-2.10567226,-1.31363315,10,Grassland
5519,86.982,47.551,-2.088401568,-0.357997336,10,Grassland
5337,86.982,47.651,-2.071130875,-1.16309304,10,Grassland
5163,86.982,47.751,-2.054122702,-1.093255694,10,Grassland
4981,86.982,47.851,-2.063103895,0.891926251,10,Grassland
4613,86.982,48.051,-2.015669688,0.620002564,10,Grassland
4426,86.982,48.151,-2.034039957,-0.637643924,10,Grassland
4253,86.982,48.251,-2.052639313,-0.383285233,10,Grassland
4084,86.982,48.351,-2.105544637,-1.091701266,10,Grassland
3916,86.982,48.451,-2.112085015,-1.30180911,10,Grassland
3754,86.982,48.551,-2.176476053,0.225301291,12,Cropland
3604,86.982,48.651,-2.217754966,-1.160835552,12,Cropland
3455,86.982,48.751,-2.131906204,-2.285379574,12,Cropland
3311,86.982,48.851,-2.158452311,-0.394929709,12,Cropland
3175,86.982,48.951,-2.184998419,-3.142527336,12,Cropland
59741,87.082,28.451,-2.228368402,-1.315342401,12,Cropland
59419,87.082,28.551,-2.035225849,-2.355283465,12,Cropland
59095,87.082,28.651,-2.909227752,-1.090053919,12,Cropland
58760,87.082,28.751,-2.452849497,-1.217440271,10,Grassland
58410,87.082,28.851,-2.459350295,-1.190056984,10,Grassland
58065,87.082,28.951,-2.080564988,-1.807636101,10,Grassland
57374,87.082,29.151,-2.919584999,-0.62542348,10,Grassland
57023,87.082,29.251,-2.48535544,-0.775839656,10,Grassland
56684,87.082,29.351,-2.531437118,-1.812328637,10,Grassland
56332,87.082,29.451,-2.753303875,-2.507859586,10,Grassland
55985,87.082,29.551,-2.845401859,-2.894893504,10,Grassland
55632,87.082,29.651,-2.937499843,-2.641016121,10,Grassland
55263,87.082,29.751,-3.029330343,-3.12255052,10,Grassland
54208,87.082,30.051,-3.225378894,-2.217989312,10,Grassland
53852,87.082,30.151,-2.311351639,-1.052274594,10,Grassland
53153,87.082,30.351,-3.381161104,-1.942469791,10,Grassland
52801,87.082,30.451,-3.406642957,-2.015799246,10,Grassland
52439,87.082,30.551,-3.432124811,-1.654789539,10,Grassland
52068,87.082,30.651,-3.457606664,-1.364217542,10,Grassland
51689,87.082,30.751,-3.483097326,-1.752214279,10,Grassland
50177,87.082,31.151,-3.588548351,-1.346350587,10,Grassland
49801,87.082,31.251,-3.61506875,-1.249721971,10,Grassland
49424,87.082,31.351,-3.657195746,-1.238188727,10,Grassland
49040,87.082,31.451,-3.699322742,-1.355161754,10,Grassland
48660,87.082,31.551,-3.741449739,-1.368032265,10,Grassland
48277,87.082,31.651,-2.389741648,-1.078807191,10,Grassland
47900,87.082,31.751,-2.307666585,-1.854260123,10,Grassland
47523,87.082,31.851,-3.823827907,-1.2045238,10,Grassland
46369,87.082,32.151,-3.819507449,-1.345386258,10,Grassland
45196,87.082,32.451,-3.786338537,-1.840971402,10,Grassland
44808,87.082,32.551,-2.149316839,-1.682577928,10,Grassland
44428,87.082,32.651,-3.754753303,-1.422388972,10,Grassland
44046,87.082,32.751,-4.579035883,-0.679328036,10,Grassland
43278,87.082,32.951,-3.71440292,-1.172396894,10,Grassland
42897,87.082,33.051,-2.210684034,-1.176144087,10,Grassland
42527,87.082,33.151,-2.325614925,-1.423771242,10,Grassland
41780,87.082,33.351,-3.696038447,-1.955996476,10,Grassland
41016,87.082,33.551,-3.73247737,-1.329933306,10,Grassland
40636,87.082,33.651,-3.750696832,-1.197594116,10,Grassland
40255,87.082,33.751,-3.111410982,-0.948054246,10,Grassland
38437,87.082,34.251,-2.834839818,-1.931146123,10,Grassland
38089,87.082,34.351,-2.991400059,-1.624022238,10,Grassland
37747,87.082,34.451,-2.826346465,-1.726541624,10,Grassland
16994,87.082,42.251,-2.350521999,-0.342996306,10,Grassland
16302,87.082,42.551,-2.448031696,-1.05640716,10,Grassland
16064,87.082,42.651,-2.487516607,-2.097336782,10,Grassland
15571,87.082,42.851,-2.26240986,-1.652431638,10,Grassland
15311,87.082,42.951,-2.41361903,-1.970061706,10,Grassland
14565,87.082,43.251,-2.245602721,-3.602440146,10,Grassland
14299,87.082,43.351,-2.251585801,-2.384970987,10,Grassland
14026,87.082,43.451,-2.133228258,-0.882069737,10,Grassland
13750,87.082,43.551,-2.26355196,-0.749177999,10,Grassland
13462,87.082,43.651,-2.269535039,-0.366644535,10,Grassland
13200,87.082,43.751,-2.275082005,-1.617681812,10,Grassland
12938,87.082,43.851,-2.237453723,-0.998140893,10,Grassland
12439,87.082,44.051,-2.162197158,-2.153241595,10,Grassland
12199,87.082,44.151,-2.124568875,-0.225635798,10,Grassland
11465,87.082,44.451,-2.038921894,-0.756938673,10,Grassland
11229,87.082,44.551,-2.409030343,-2.293616461,10,Grassland
10992,87.082,44.651,-2.14356216,0.483328866,10,Grassland
10759,87.082,44.751,-2.044303666,0.219825324,10,Grassland
7531,87.082,46.451,-2.019717233,-0.491537547,10,Grassland
7163,87.082,46.651,-2.195019738,-0.683302623,12,Cropland
6788,87.082,46.851,-2.175721443,-0.730389872,12,Cropland
6603,87.082,46.951,-2.019362062,0.275919239,12,Cropland
5888,87.082,47.351,-2.125113512,-0.255844181,12,Cropland
5520,87.082,47.551,-2.090974082,-0.469357152,10,Grassland
5338,87.082,47.651,-2.068866595,0.097563062,10,Grassland
5164,87.082,47.751,-2.057154068,-0.153720635,10,Grassland
4799,87.082,47.951,-2.086897632,0.889142463,10,Grassland
4427,87.082,48.151,-2.116641196,1.08315695,10,Grassland
4254,87.082,48.251,-2.065124765,-1.383735603,10,Grassland
4085,87.082,48.351,-2.10132005,0.077648155,10,Grassland
3917,87.082,48.451,-2.142494411,-0.742802577,10,Grassland
3755,87.082,48.551,-2.173710621,1.069655902,10,Grassland
3605,87.082,48.651,-2.209905906,-2.035528511,10,Grassland
3456,87.082,48.751,-2.15927972,-0.30186048,10,Grassland
3176,87.082,48.951,-2.204983228,-0.749055023,10,Grassland
58761,87.182,28.751,-2.492365017,-1.391783217,10,Grassland
58411,87.182,28.851,-2.268873332,-1.34805759,10,Grassland
58066,87.182,28.951,-2.93500666,-0.342970527,12,Cropland
57375,87.182,29.151,-2.482558351,-2.823071853,12,Cropland
57024,87.182,29.251,-3.161834035,-0.890896824,10,Grassland
56333,87.182,29.451,-2.781322322,-1.75658822,10,Grassland
55986,87.182,29.551,-2.861786509,-2.989611243,12,Cropland
54912,87.182,29.851,-3.076092112,-1.875482793,12,Cropland
53502,87.182,30.251,-3.205770947,-0.851678198,10,Grassland
53154,87.182,30.351,-3.322616979,-2.43035722,10,Grassland
52802,87.182,30.451,-3.354775058,-1.795452919,10,Grassland
52440,87.182,30.551,-3.386933137,-2.55674206,10,Grassland
52069,87.182,30.651,-3.419091215,-1.360079575,10,Grassland
51690,87.182,30.751,-3.451163718,-1.735838361,10,Grassland
50928,87.182,30.951,-2.67855832,-0.895975936,10,Grassland
49802,87.182,31.251,-3.569263839,-1.029717495,10,Grassland
49425,87.182,31.351,-3.602666584,-1.081888216,10,Grassland
49041,87.182,31.451,-3.196503223,-1.181960604,10,Grassland
48661,87.182,31.551,-3.669472075,-1.09460562,10,Grassland
48278,87.182,31.651,-3.702874821,-1.07459616,10,Grassland
47901,87.182,31.751,-2.054413998,-1.575379463,10,Grassland
47524,87.182,31.851,-3.763200592,-1.20662504,10,Grassland
47140,87.182,31.951,-3.790187773,-1.081587882,10,Grassland
46759,87.182,32.051,-3.817174954,-1.124896126,10,Grassland
46370,87.182,32.151,-3.844162135,-1.356196633,10,Grassland
45986,87.182,32.251,-3.368864831,-1.645917322,10,Grassland
45594,87.182,32.351,-3.847095048,-1.788715265,10,Grassland
45197,87.182,32.451,-3.82354614,-1.924019499,10,Grassland
44809,87.182,32.551,-2.411426903,-1.328039958,10,Grassland
44429,87.182,32.651,-3.776448325,-1.4980051,10,Grassland
44047,87.182,32.751,-3.752928429,-1.24301787,10,Grassland
42898,87.182,33.051,-3.690985158,-1.434867456,10,Grassland
42528,87.182,33.151,-2.184764096,-0.997092385,10,Grassland
42151,87.182,33.251,-3.650122515,-1.197684417,10,Grassland
41781,87.182,33.351,-3.67276178,-1.593683281,10,Grassland
41397,87.182,33.451,-3.695401045,-1.619707963,10,Grassland
41017,87.182,33.551,-3.71804031,-1.356479099,10,Grassland
40637,87.182,33.651,-3.740679575,-1.396424546,10,Grassland
40256,87.182,33.751,-2.383803736,-1.406312089,10,Grassland
38438,87.182,34.251,-2.929944449,-1.648982254,10,Grassland
38090,87.182,34.351,-2.890750539,-1.371341182,10,Grassland
20284,87.182,40.751,-2.851043835,-1.247757356,10,Grassland
16536,87.182,42.451,-2.097737186,-1.250192002,10,Grassland
16303,87.182,42.551,-2.481166337,-1.232228825,10,Grassland
16065,87.182,42.651,-2.373752614,-1.679764827,10,Grassland
15810,87.182,42.751,-2.577033582,-2.237200864,10,Grassland
15572,87.182,42.851,-2.513018321,-1.586605279,10,Grassland
15312,87.182,42.951,-2.44900306,-1.481615801,10,Grassland
14566,87.182,43.251,-2.257638523,-1.04774384,10,Grassland
14300,87.182,43.351,-2.054922194,-0.952144987,10,Grassland
13751,87.182,43.551,-2.120785044,-1.265788469,10,Grassland
13201,87.182,43.751,-2.277767622,-1.311332383,10,Grassland
12939,87.182,43.851,-2.240122459,-0.538733096,10,Grassland
12440,87.182,44.051,-2.164832134,-1.409230466,10,Grassland
12200,87.182,44.151,-2.127186972,-1.471212374,10,Grassland
11951,87.182,44.251,-2.089806917,-0.992265284,10,Grassland
11717,87.182,44.351,-2.078672576,-1.996426835,10,Grassland
11466,87.182,44.451,-2.093563116,-0.786950964,10,Grassland
11230,87.182,44.551,-2.474549005,-1.348836719,10,Grassland
10993,87.182,44.651,-2.520292936,-0.341838834,10,Grassland
7532,87.182,46.451,-2.029262219,-0.529885334,12,Cropland
5521,87.182,47.551,-2.057504372,-0.302357134,12,Cropland
5339,87.182,47.651,-2.072598208,0.833547247,10,Grassland
5165,87.182,47.751,-2.060185434,0.317819546,10,Grassland
4800,87.182,47.951,-2.001718878,2.12764639,10,Grassland
4614,87.182,48.051,-2.122472546,1.297964718,10,Grassland
4255,87.182,48.251,-2.163835007,0.681324095,10,Grassland
4086,87.182,48.351,-2.108721873,-0.205732263,10,Grassland
3918,87.182,48.451,-2.172903807,-0.939201192,10,Grassland
3756,87.182,48.551,-2.170945189,0.233530329,10,Grassland
3606,87.182,48.651,-2.181972606,-2.096565877,10,Grassland
3457,87.182,48.751,-2.23262069,-1.516190317,10,Grassland
3312,87.182,48.851,-2.205810637,-1.195018952,10,Grassland
3177,87.182,48.951,-2.185281131,-1.876488264,10,Grassland
60983,87.282,28.051,-2.183796755,-1.069807532,10,Grassland
60691,87.282,28.151,-2.979564804,-1.678685458,10,Grassland
60386,87.282,28.251,-2.793576719,-0.539835623,10,Grassland
60069,87.282,28.351,-2.197986001,0.344702384,12,Cropland
59421,87.282,28.551,-3.056210209,-1.169641304,12,Cropland
59097,87.282,28.651,-3.051922759,-1.15272353,12,Cropland
57376,87.282,29.151,-2.479191353,-3.571981101,10,Grassland
57025,87.282,29.251,-2.656021695,-0.957487708,10,Grassland
56685,87.282,29.351,-2.004377556,-1.664235757,10,Grassland
55633,87.282,29.651,-2.830701183,-1.469836862,10,Grassland
55265,87.282,29.751,-3.016380375,-1.934991149,10,Grassland
54913,87.282,29.851,-3.06038955,-2.261433683,10,Grassland
54553,87.282,29.951,-3.104398726,-2.611610876,10,Grassland
54209,87.282,30.051,-3.148407902,-2.016936507,10,Grassland
53503,87.282,30.251,-3.236326043,-2.393495269,10,Grassland
53155,87.282,30.351,-3.270314129,-2.57640977,10,Grassland
52803,87.282,30.451,-3.304302214,-2.06240746,10,Grassland
52441,87.282,30.551,-3.3382903,-2.216375072,10,Grassland
52070,87.282,30.651,-3.372278385,-1.771197103,10,Grassland
51691,87.282,30.751,-3.406144616,-1.825349811,10,Grassland
51310,87.282,30.851,-3.427947182,-1.627865389,10,Grassland
50929,87.282,30.951,-2.443010737,-2.109014365,10,Grassland
50178,87.282,31.151,-3.493354882,-1.150142166,10,Grassland
49803,87.282,31.251,-3.515224755,-1.314628628,10,Grassland
49426,87.282,31.351,-3.543758032,-1.495740163,10,Grassland
49042,87.282,31.451,-3.572291309,-1.274020962,10,Grassland
48279,87.282,31.651,-3.629357862,-1.062021384,10,Grassland
47902,87.282,31.751,-3.152859355,-1.757540369,10,Grassland
47141,87.282,31.951,-3.747825138,-0.968108857,10,Grassland
46760,87.282,32.051,-3.792710377,-1.108093895,10,Grassland
46371,87.282,32.151,-3.837595616,-1.416369318,10,Grassland
45595,87.282,32.351,-3.854096222,-1.756162955,10,Grassland
45198,87.282,32.451,-3.826437032,-1.746948123,10,Grassland
44810,87.282,32.551,-2.406368965,-2.074716412,10,Grassland
44430,87.282,32.651,-3.771118653,-1.809450135,10,Grassland
44048,87.282,32.751,-3.743465343,-1.362554649,10,Grassland
42899,87.282,33.051,-3.317708879,-1.260325554,10,Grassland
42529,87.282,33.151,-3.724422249,-0.763500086,10,Grassland
41782,87.282,33.351,-3.639439774,-1.883010445,10,Grassland
41398,87.282,33.451,-3.670192297,-1.170799203,10,Grassland
41018,87.282,33.551,-2.01004283,-1.224916429,10,Grassland
40638,87.282,33.651,-3.731697342,-1.922806372,10,Grassland
40257,87.282,33.751,-3.000021784,-1.43037028,10,Grassland
39889,87.282,33.851,-2.399566024,-1.299871545,10,Grassland
39520,87.282,33.951,-2.464890102,-1.218354857,10,Grassland
38439,87.282,34.251,-3.746113882,-0.679160252,10,Grassland
38091,87.282,34.351,-2.981694754,-0.948060391,10,Grassland
17226,87.282,42.151,-2.179381275,-1.490525044,10,Grassland
16537,87.282,42.451,-2.085375655,-1.001199347,10,Grassland
16304,87.282,42.551,-2.490197611,-1.382462379,10,Grassland
16066,87.282,42.651,-2.544520675,-1.738193538,10,Grassland
15811,87.282,42.751,-2.171285619,-1.905083631,10,Grassland
15573,87.282,42.851,-2.533135182,-0.72720239,10,Grassland
15313,87.282,42.951,-2.204864046,-0.757992104,10,Grassland
14567,87.282,43.251,-2.173298735,-1.658186401,10,Grassland
14027,87.282,43.451,-2.279648114,-1.979143307,10,Grassland
13752,87.282,43.551,-2.004408912,-1.94651845,10,Grassland
13464,87.282,43.651,-2.363606122,-0.231213581,10,Grassland
13202,87.282,43.751,-2.285154493,-1.055448484,10,Grassland
12687,87.282,43.951,-2.211781842,-0.576903003,10,Grassland
12441,87.282,44.051,-2.175095517,-0.96444373,10,Grassland
11952,87.282,44.251,-2.005698713,-2.163853846,10,Grassland
11718,87.282,44.351,-2.131259671,-1.108719925,11,Wetland
11467,87.282,44.451,-2.07191084,-0.444850267,12,Cropland
10994,87.282,44.651,-2.575018933,-0.23570226,12,Cropland
10760,87.282,44.751,-2.026848526,-0.96385306,12,Cropland
10544,87.282,44.851,-2.50158079,-0.23570226,10,Grassland
7888,87.282,46.251,-2.027135238,-0.758200963,10,Grassland
5522,87.282,47.551,-2.062720394,-1.374637869,10,Grassland
5340,87.282,47.651,-2.076389051,0.500987552,10,Grassland
5166,87.282,47.751,-2.088964978,1.877291946,10,Grassland
4801,87.282,47.951,-2.114518755,1.232099141,10,Grassland
4615,87.282,48.051,-2.135247108,0.73524047,10,Grassland
4428,87.282,48.151,-2.155975461,-1.128787254,10,Grassland
4256,87.282,48.251,-2.102153972,-0.650304791,10,Grassland
4087,87.282,48.351,-2.127501668,-0.591814903,10,Grassland
3919,87.282,48.451,-2.188553296,-1.423085573,10,Grassland
3757,87.282,48.551,-2.194551687,0.126666725,10,Grassland
3607,87.282,48.651,-2.200550078,-1.276873922,12,Cropland
3458,87.282,48.751,-2.206649478,-1.729756472,12,Cropland
3313,87.282,48.851,-2.222748747,-1.674947184,10,Grassland
3178,87.282,48.951,-2.238848016,-1.255942913,10,Grassland
61277,87.382,27.951,-2.158587171,-1.725923358,10,Grassland
60984,87.382,28.051,-2.20011102,-0.838633442,10,Grassland
60692,87.382,28.151,-3.043753957,-1.310736616,10,Grassland
58412,87.382,28.851,-2.094822506,-1.695321668,10,Grassland
57377,87.382,29.151,-2.460794955,-0.739372664,10,Grassland
57026,87.382,29.251,-2.445245019,-0.701232839,10,Grassland
56686,87.382,29.351,-2.443060179,-3.661682587,10,Grassland
56334,87.382,29.451,-2.799973817,-2.311989701,10,Grassland
55266,87.382,29.751,-3.012050868,-2.087842384,10,Grassland
54914,87.382,29.851,-3.050818011,-1.755738438,10,Grassland
54554,87.382,29.951,-3.089585154,-1.821150402,10,Grassland
54210,87.382,30.051,-3.128352297,-2.045602685,10,Grassland
53854,87.382,30.151,-2.475386381,-1.01645035,10,Grassland
53504,87.382,30.251,-3.20575411,-1.990583496,10,Grassland
53156,87.382,30.351,-3.231273987,-2.186039237,10,Grassland
52804,87.382,30.451,-3.256793864,-2.111979465,10,Grassland
52442,87.382,30.551,-3.282313741,-2.026031137,10,Grassland
52071,87.382,30.651,-3.307833619,-1.774009354,10,Grassland
51692,87.382,30.751,-3.33331884,-1.872523585,10,Grassland
51311,87.382,30.851,-3.355373081,-1.609435361,10,Grassland
50930,87.382,30.951,-2.769623595,-1.44641879,10,Grassland
50179,87.382,31.151,-3.421535804,-1.388144713,10,Grassland
49804,87.382,31.251,-3.443688055,-1.450245617,10,Grassland
49427,87.382,31.351,-3.475543275,-1.022038478,10,Grassland
49043,87.382,31.451,-3.507398495,-1.241531535,10,Grassland
48280,87.382,31.651,-3.571108935,-1.375056544,10,Grassland
47903,87.382,31.751,-2.261876308,-2.16101443,10,Grassland
46761,87.382,32.051,-2.196830351,-1.154207551,10,Grassland
46372,87.382,32.151,-3.764684038,-1.240109963,10,Grassland
45596,87.382,32.351,-4.143199342,-0.23570226,10,Grassland
45199,87.382,32.451,-3.756404914,-1.525828138,10,Grassland
44811,87.382,32.551,-2.44017771,-1.73537693,10,Grassland
44431,87.382,32.651,-3.708361506,-1.485867181,10,Grassland
42900,87.382,33.051,-3.596091975,-1.150200403,10,Grassland
41783,87.382,33.351,-3.584771426,-1.591384562,10,Grassland
41399,87.382,33.451,-3.631485796,-1.17206214,10,Grassland
41019,87.382,33.551,-2.217164111,-0.969246783,10,Grassland
40639,87.382,33.651,-3.724914536,-1.339933198,10,Grassland
40258,87.382,33.751,-3.76837592,-0.851793778,10,Grassland
39521,87.382,33.951,-3.144700098,-1.316041385,10,Grassland
38092,87.382,34.351,-2.212656895,-1.869976317,10,Grassland
17227,87.382,42.151,-2.208003511,-1.263173317,10,Grassland
16538,87.382,42.451,-2.118218388,-1.141423397,10,Grassland
16305,87.382,42.551,-2.142433445,-1.275672371,10,Grassland
16067,87.382,42.651,-2.50139236,-1.570654379,10,Grassland
15812,87.382,42.751,-2.04901596,-1.415468766,10,Grassland
15314,87.382,42.951,-2.45471148,-0.863313299,10,Grassland
15067,87.382,43.051,-2.405193977,-2.447885008,10,Grassland
14568,87.382,43.251,-2.19731786,-0.520353631,10,Grassland
14028,87.382,43.451,-2.035209914,-2.159268753,10,Grassland
13753,87.382,43.551,-2.008808318,-1.454963581,10,Grassland
13465,87.382,43.651,-2.303617715,-0.950386595,10,Grassland
12688,87.382,43.951,-2.235223353,-2.466122766,10,Grassland
12442,87.382,44.051,-2.277452188,-0.195638273,10,Grassland
12201,87.382,44.151,-2.362857136,-0.095865282,10,Grassland
11953,87.382,44.251,-2.009909904,-0.73786067,12,Cropland
11232,87.382,44.551,-2.557871868,-1.785698024,12,Cropland
10995,87.382,44.651,-2.594570816,-1.277994411,10,Grassland
10545,87.382,44.851,-2.011663326,-2.883712784,10,Grassland
8077,87.382,46.151,-2.223534959,-1.672978667,10,Grassland
7533,87.382,46.451,-2.219684665,-0.638944957,10,Grassland
6408,87.382,47.051,-2.043466701,-0.837043763,10,Grassland
6228,87.382,47.151,-2.149665138,0.662309993,10,Grassland
5523,87.382,47.551,-2.069783646,-0.959390293,10,Grassland
5341,87.382,47.651,-2.112237203,-1.220340501,10,Grassland
5167,87.382,47.751,-2.106859818,-0.242670033,10,Grassland
4983,87.382,47.851,-2.114964365,0.138159214,10,Grassland
4802,87.382,47.951,-2.024343835,1.444435803,10,Grassland
4616,87.382,48.051,-2.067085111,0.22518821,12,Cropland
4429,87.382,48.151,-2.139278006,-1.787761307,10,Grassland
4257,87.382,48.251,-2.152321629,-2.221483351,10,Grassland
4088,87.382,48.351,-2.16013327,-0.90709514,12,Cropland
3920,87.382,48.451,-2.172837984,-1.31307146,10,Grassland
3758,87.382,48.551,-2.206735697,-0.374076663,10,Grassland
3608,87.382,48.651,-2.22487372,-0.766280144,10,Grassland
3459,87.382,48.751,-2.24253438,-1.430457653,10,Grassland
3314,87.382,48.851,-2.212936148,-0.742810334,10,Grassland
61544,87.482,27.851,-2.118793204,-1.059517719,10,Grassland
61278,87.482,27.951,-2.087762423,-0.961497667,10,Grassland
60985,87.482,28.051,-3.018320431,-0.327776604,10,Grassland
59098,87.482,28.651,-2.466541052,-1.934997496,10,Grassland
58067,87.482,28.951,-2.258512165,-1.29184257,10,Grassland
57728,87.482,29.051,-2.392800652,-1.566588147,10,Grassland
57378,87.482,29.151,-2.442398557,-2.051784191,10,Grassland
57027,87.482,29.251,-2.098616989,-2.222549168,10,Grassland
56687,87.482,29.351,-2.730199717,-1.344614774,10,Grassland
55987,87.482,29.551,-2.869140265,-2.107265847,10,Grassland
55635,87.482,29.651,-2.938610539,-2.617995527,10,Grassland
54915,87.482,29.851,-3.041246471,-2.116544492,10,Grassland
54555,87.482,29.951,-3.074771581,-1.679750613,10,Grassland
54211,87.482,30.051,-3.108296691,-2.155401174,10,Grassland
53505,87.482,30.251,-3.175182176,-2.312381902,10,Grassland
53157,87.482,30.351,-3.192233845,-1.873961075,10,Grassland
52805,87.482,30.451,-3.209285514,-2.257144607,10,Grassland
52443,87.482,30.551,-3.226337183,-1.951889704,10,Grassland
52072,87.482,30.651,-3.243388852,-1.62525907,10,Grassland
51693,87.482,30.751,-3.260493063,-1.581195767,10,Grassland
51312,87.482,30.851,-3.282798979,-1.786915329,10,Grassland
50556,87.482,31.051,-3.327410811,-1.40473873,10,Grassland
50180,87.482,31.151,-3.349716727,-1.441573638,10,Grassland
49805,87.482,31.251,-3.372151355,-1.699204206,10,Grassland
49428,87.482,31.351,-3.407328518,-1.308284093,10,Grassland
49044,87.482,31.451,-3.442505682,-1.218821841,10,Grassland
48663,87.482,31.551,-3.477682845,-1.332285537,10,Grassland
48281,87.482,31.651,-3.512860008,-1.059113241,10,Grassland
47904,87.482,31.751,-3.590398546,-0.342993297,10,Grassland
46762,87.482,32.051,-3.655840525,-1.345181556,10,Grassland
46373,87.482,32.151,-3.69177246,-1.259442653,10,Grassland
45200,87.482,32.451,-2.187484771,-1.462904459,10,Grassland
44812,87.482,32.551,-2.457881575,-1.601016962,10,Grassland
44432,87.482,32.651,-3.645604359,-1.803180357,10,Grassland
44049,87.482,32.751,-3.625106735,-1.738462761,10,Grassland
42901,87.482,33.051,-3.529932404,-1.308742932,10,Grassland
42530,87.482,33.151,-3.868449157,-1.649157306,10,Grassland
42152,87.482,33.251,-2.224328508,-1.262871743,10,Grassland
41784,87.482,33.351,-3.530103078,-1.659412451,10,Grassland
41400,87.482,33.451,-3.592779295,-1.096994552,10,Grassland
41020,87.482,33.551,-3.894955103,-0.342996827,10,Grassland
40640,87.482,33.651,-3.048525652,-1.170590011,10,Grassland
40259,87.482,33.751,-3.128231339,-1.427401953,10,Grassland
39522,87.482,33.951,-3.197255274,-1.601450008,10,Grassland
38796,87.482,34.151,-3.26627921,-2.017496874,10,Grassland
36393,87.482,34.851,-2.332944256,-1.053271287,10,Grassland
27208,87.482,37.651,-2.696521411,-0.23570226,10,Grassland
16763,87.482,42.351,-2.310843882,-0.67470737,10,Grassland
16306,87.482,42.551,-2.175553812,-1.051879104,10,Grassland
16068,87.482,42.651,-2.200046503,-1.463271923,10,Grassland
15813,87.482,42.751,-2.238465056,-0.840731071,10,Grassland
15574,87.482,42.851,-2.475322784,-1.09515817,10,Grassland
15315,87.482,42.951,-2.440807904,-1.681216058,10,Grassland
14832,87.482,43.151,-2.371778143,-1.547144393,10,Grassland
14569,87.482,43.251,-2.337573625,-1.724803613,10,Grassland
14302,87.482,43.351,-2.053532941,-1.380705941,10,Grassland
14029,87.482,43.451,-2.035358875,-1.973233306,10,Grassland
13203,87.482,43.751,-2.031383112,-0.51510363,10,Grassland
12689,87.482,43.951,-2.258664863,-1.341696109,12,Cropland
12443,87.482,44.051,-2.22804301,-1.337115159,10,Grassland
12202,87.482,44.151,-2.197421157,0.117434773,10,Grassland
11468,87.482,44.451,-2.037224194,-0.966249835,10,Grassland
10996,87.482,44.651,-2.060327292,-1.211008377,10,Grassland
10761,87.482,44.751,-2.071420377,-2.920583505,10,Grassland
10546,87.482,44.851,-2.01341218,-4.17844677,10,Grassland
10331,87.482,44.951,-2.409168679,-0.23570226,10,Grassland
10128,87.482,45.051,-2.293962354,-0.342781644,10,Grassland
8078,87.482,46.151,-2.264157755,-1.532216001,10,Grassland
7710,87.482,46.351,-2.250952058,-1.151786975,10,Grassland
6229,87.482,47.151,-2.137896176,0.343532017,10,Grassland
5711,87.482,47.451,-2.129080542,-0.61954628,10,Grassland
5524,87.482,47.551,-2.079210134,-0.572837642,10,Grassland
