BH,LON,LAT,SPEI,RS_anomaly,IGBP,Vegetation
21766,73.982,39.951,-2.121156612,-0.810604913,10,Grassland
21589,74.182,40.051,-2.123928856,-1.376532484,10,Grassland
21412,74.482,40.151,-2.21106355,-0.342995567,10,Grassland
21231,74.582,40.251,-2.258363386,-1.363286593,10,Grassland
24459,74.682,38.651,-2.31052084,-0.597365252,10,Grassland
21414,74.682,40.151,-2.269627346,-2.563622559,10,Grassland
21232,74.682,40.251,-2.287870012,-1.007555287,10,Grassland
21233,74.782,40.251,-2.106678378,-0.582025667,10,Grassland
23597,75.082,39.051,-2.227205273,-2.373849957,10,Grassland
21948,75.082,39.851,-2.056611784,-1.686363054,10,Grassland
21236,75.082,40.251,-2.233575365,-2.911719088,10,Grassland
21050,75.082,40.351,-2.226572005,-1.447015505,10,Grassland
21949,75.182,39.851,-2.647176573,-0.342987569,10,Grassland
21416,75.182,40.151,-2.217111472,-2.423236029,10,Grassland
21237,75.182,40.251,-2.376371461,-1.175008471,10,Grassland
21768,75.282,39.951,-2.228963817,-2.269099485,10,Grassland
21417,75.282,40.151,-2.516152103,-0.7605005,10,Grassland
21238,75.282,40.251,-2.196955419,-1.345258648,10,Grassland
25995,75.382,38.051,-2.353457103,-0.679213878,10,Grassland
21951,75.382,39.851,-2.253164292,-1.228621479,10,Grassland
21769,75.382,39.951,-2.239877177,-1.163122361,10,Grassland
21597,75.382,40.051,-2.226590062,-0.891856202,10,Grassland
21239,75.382,40.251,-2.200104097,-1.311880304,10,Grassland
21051,75.382,40.351,-2.195643504,-1.134714645,10,Grassland
29156,75.482,37.051,-2.402756227,-0.342790465,10,Grassland
24245,75.482,38.751,-2.373313879,-1.332509304,10,Grassland
21770,75.482,39.951,-2.250790537,-1.248138563,10,Grassland
21598,75.482,40.051,-2.234922541,-0.59113379,10,Grassland
21052,75.482,40.351,-2.194007359,-1.522725487,10,Grassland
20655,75.482,40.551,-2.17551653,-2.296222475,10,Grassland
29502,75.582,36.951,-2.124318442,-1.6346046,10,Grassland
27483,75.582,37.551,-2.327236827,-1.050913829,10,Grassland
25724,75.582,38.151,-2.290060424,-2.686903793,10,Grassland
23152,75.582,39.251,-2.335099161,-3.514746937,10,Grassland
21599,75.582,40.051,-2.484949259,-1.019911722,10,Grassland
20456,75.582,40.651,-2.150280503,0,10,Grassland
25998,75.682,38.051,-2.023660005,-0.941531338,10,Grassland
22730,75.682,39.451,-2.346204613,-1.659935781,10,Grassland
21419,75.682,40.151,-2.23055774,-0.934462205,10,Grassland
20862,75.682,40.451,-2.171920009,-0.344937025,10,Grassland
26848,75.782,37.751,-2.586501805,-1.54660133,10,Grassland
25726,75.782,38.151,-2.347314022,-1.170827145,10,Grassland
24463,75.782,38.651,-2.742499032,-1.784004793,10,Grassland
23153,75.782,39.251,-2.213290554,-1.249282304,10,Grassland
22931,75.782,39.351,-2.024665566,-1.261668259,10,Grassland
27161,75.882,37.651,-2.29671196,-1.619226638,10,Grassland
25454,75.882,38.251,-2.354400727,-0.935664834,10,Grassland
24938,75.882,38.451,-2.052944115,-2.016073411,10,Grassland
23154,75.882,39.251,-2.047002762,0.418772851,10,Grassland
22932,75.882,39.351,-2.33946211,-1.64507348,10,Grassland
22731,75.882,39.451,-2.286846277,-1.504499491,10,Grassland
21420,75.882,40.151,-2.258152284,-1.473983432,10,Grassland
21240,75.882,40.251,-2.28088766,-1.115285501,10,Grassland
26850,75.982,37.751,-2.317385569,-0.762135477,10,Grassland
23378,75.982,39.151,-2.411572818,-2.546339394,10,Grassland
23155,75.982,39.251,-2.699958891,-0.985622499,10,Grassland
22933,75.982,39.351,-2.316135596,-2.145900251,10,Grassland
21421,75.982,40.151,-2.248821272,-0.331168281,10,Grassland
27487,76.082,37.551,-2.000085281,-0.869867749,10,Grassland
26851,76.082,37.751,-2.021465524,-1.291465352,10,Grassland
25728,76.082,38.151,-2.6618477,-0.432800231,12,Cropland
25456,76.082,38.251,-2.327922241,-1.129697509,12,Cropland
25198,76.082,38.351,-2.64041517,-0.7018227,12,Cropland
24033,76.082,38.851,-2.418626082,-3.58260417,10,Grassland
23156,76.082,39.251,-2.422174937,-1.614431509,10,Grassland
21241,76.082,40.251,-2.277292266,-0.95635742,10,Grassland
27488,76.182,37.551,-2.884018877,-0.920180202,10,Grassland
25457,76.182,38.251,-2.385654597,-0.742098569,10,Grassland
25199,76.182,38.351,-2.252066633,-1.747593848,10,Grassland
24034,76.182,38.851,-2.249590245,-1.224076406,12,Cropland
23823,76.182,38.951,-2.671066623,-0.23570226,12,Cropland
23380,76.182,39.151,-2.490062045,-1.715241226,12,Cropland
23157,76.182,39.251,-2.030719446,-1.600294547,10,Grassland
22935,76.182,39.351,-2.014151872,-1.47526053,10,Grassland
22732,76.182,39.451,-2.223663724,-1.089617063,10,Grassland
22539,76.182,39.551,-2.33740268,-1.229399299,10,Grassland
21242,76.182,40.251,-2.275494569,-0.792499344,10,Grassland
28803,76.282,37.151,-2.063975209,-0.643332664,10,Grassland
25458,76.282,38.251,-2.423483786,-3.805339225,12,Cropland
25200,76.282,38.351,-2.242591037,-0.053157449,12,Cropland
23602,76.282,39.051,-2.677379334,-0.651329481,12,Cropland
23158,76.282,39.251,-2.431025744,-2.647532516,10,Grassland
22936,76.282,39.351,-2.252587672,-1.571166264,10,Grassland
22733,76.282,39.451,-2.021946978,-1.55855581,10,Grassland
21243,76.282,40.251,-2.289216327,-0.917142444,10,Grassland
28465,76.382,37.251,-2.19426171,-1.292258531,10,Grassland
27490,76.382,37.551,-2.105883739,-0.949522514,10,Grassland
27166,76.382,37.651,-2.076424416,-1.306551131,10,Grassland
26853,76.382,37.751,-2.273728436,-1.569749614,10,Grassland
25731,76.382,38.151,-2.370811111,-0.762537531,10,Grassland
25459,76.382,38.251,-2.779882484,-1.046552417,10,Grassland
23825,76.382,38.951,-2.438546493,-1.670852184,12,Cropland
23603,76.382,39.051,-2.427799943,-1.420324924,12,Cropland
23381,76.382,39.151,-2.417053392,-1.018523213,12,Cropland
23159,76.382,39.251,-2.406143937,-0.874448263,12,Cropland
22937,76.382,39.351,-2.379561768,-1.681118984,10,Grassland
22734,76.382,39.451,-2.602061497,-0.339799455,10,Grassland
21244,76.382,40.251,-2.335916925,-1.290253214,10,Grassland
27807,76.482,37.451,-2.267545666,-1.103088035,10,Grassland
27491,76.482,37.551,-2.237317591,-2.236081076,10,Grassland
27167,76.482,37.651,-2.041521984,-1.424060795,12,Cropland
26854,76.482,37.751,-2.268555465,-0.851487138,10,Grassland
23604,76.482,39.051,-2.42082687,-1.033466069,12,Cropland
23160,76.482,39.251,-2.38126213,-1.68891608,10,Grassland
22938,76.482,39.351,-2.246132255,-1.23112875,12,Cropland
22735,76.482,39.451,-2.064948518,-1.752643925,12,Cropland
21055,76.482,40.351,-2.345817395,-1.150063031,12,Cropland
29162,76.582,37.051,-2.384795338,-1.427190746,10,Grassland
28806,76.582,37.151,-2.437638319,-1.052213592,10,Grassland
27808,76.582,37.451,-2.195840656,-1.536863101,10,Grassland
27492,76.582,37.551,-2.066664573,-0.921881707,10,Grassland
23161,76.582,39.251,-2.197502832,-1.127979533,10,Grassland
22736,76.582,39.451,-2.325150454,-1.729248458,10,Grassland
22540,76.582,39.551,-2.635802265,-0.641543411,10,Grassland
21056,76.582,40.351,-2.410530688,-1.398756101,10,Grassland
29510,76.682,36.951,-2.375980979,-1.48033639,10,Grassland
29163,76.682,37.051,-2.485972018,-0.692961178,12,Cropland
28807,76.682,37.151,-2.021762612,-1.481116563,10,Grassland
28467,76.682,37.251,-2.055710883,-1.080338993,12,Cropland
28140,76.682,37.351,-2.584538077,-1.402889563,12,Cropland
27493,76.682,37.551,-2.135920183,-1.191714222,12,Cropland
27169,76.682,37.651,-2.87394988,-0.23570226,10,Grassland
23383,76.682,39.151,-2.203847102,-1.155747922,10,Grassland
23162,76.682,39.251,-2.331498516,-0.696097461,10,Grassland
22737,76.682,39.451,-2.238246355,-1.457519711,10,Grassland
22541,76.682,39.551,-2.301786719,-1.531002239,10,Grassland
22332,76.682,39.651,-2.612748277,-0.990879748,10,Grassland
20864,76.682,40.451,-2.474469244,-1.564449535,10,Grassland
20657,76.682,40.551,-2.473694505,-3.238240797,10,Grassland
29861,76.782,36.851,-2.370910232,-1.011966777,10,Grassland
29511,76.782,36.951,-2.103655219,-1.146385934,10,Grassland
29164,76.782,37.051,-2.545188397,-0.638435601,10,Grassland
28808,76.782,37.151,-3.149079512,-0.92388261,12,Cropland
28468,76.782,37.251,-3.201921148,-0.34299521,10,Grassland
28141,76.782,37.351,-2.654669198,-1.547288656,10,Grassland
27809,76.782,37.451,-2.093802305,-0.666460193,12,Cropland
22738,76.782,39.451,-2.249086683,-1.612145611,12,Cropland
22542,76.782,39.551,-2.249307714,-1.069115755,12,Cropland
22333,76.782,39.651,-2.025181008,-1.079767923,10,Grassland
21422,76.782,40.151,-2.400383209,-1.099045344,10,Grassland
20865,76.782,40.451,-2.514089652,-1.596456987,10,Grassland
20658,76.782,40.551,-2.533383336,-3.266897946,10,Grassland
20458,76.782,40.651,-2.552677021,-1.194325535,10,Grassland
20254,76.782,40.751,-2.570162673,-2.64889194,10,Grassland
20050,76.782,40.851,-2.408653014,-0.198942163,10,Grassland
29512,76.882,36.951,-2.151726905,-1.246135838,10,Grassland
29165,76.882,37.051,-3.175599111,-0.430593328,10,Grassland
28809,76.882,37.151,-2.138419636,-1.263542473,12,Cropland
28469,76.882,37.251,-2.065905258,-0.798651484,12,Cropland
27495,76.882,37.551,-2.984795414,-0.429437095,12,Cropland
23384,76.882,39.151,-2.880343582,-0.635592518,10,Grassland
23163,76.882,39.251,-2.300134271,-1.083149756,10,Grassland
22739,76.882,39.451,-2.332410674,-1.397866057,10,Grassland
20459,76.882,40.651,-2.549571761,-1.021485468,10,Grassland
20255,76.882,40.751,-2.59126061,-0.669153451,10,Grassland
29166,76.982,37.051,-2.485289882,-0.666359513,10,Grassland
28810,76.982,37.151,-2.167305207,-0.651407267,10,Grassland
28470,76.982,37.251,-2.595803182,-1.824061425,12,Cropland
28143,76.982,37.351,-2.090699985,-1.010189946,12,Cropland
23385,76.982,39.151,-2.439012504,-1.495284838,12,Cropland
22543,76.982,39.551,-2.331307355,-1.403582836,10,Grassland
22334,76.982,39.651,-2.534651026,-0.659684365,10,Grassland
20660,76.982,40.551,-2.478299125,-0.928106466,10,Grassland
20256,76.982,40.751,-2.612358548,-0.942377058,10,Grassland
20052,76.982,40.851,-2.452993007,-1.075505053,10,Grassland
19827,76.982,40.951,-2.293627466,-2.370663543,10,Grassland
29167,77.082,37.051,-2.204554668,-1.126960745,10,Grassland
28811,77.082,37.151,-2.495807038,-1.464624246,10,Grassland
28471,77.082,37.251,-3.427810214,-0.432376057,10,Grassland
25205,77.082,38.351,-2.100859095,-1.632068216,10,Grassland
24946,77.082,38.451,-2.458786837,-1.469938882,12,Cropland
20461,77.082,40.651,-2.543361241,-1.146463207,12,Cropland
29515,77.182,36.951,-2.400482509,-2.305709938,12,Cropland
29168,77.182,37.051,-2.425391366,-1.113420107,12,Cropland
28812,77.182,37.151,-2.450300224,-1.167074307,10,Grassland
25734,77.182,38.151,-2.318476192,-1.565900995,10,Grassland
25464,77.182,38.251,-2.539656591,-1.343533692,10,Grassland
25206,77.182,38.351,-2.410761611,-1.209042299,10,Grassland
24947,77.182,38.451,-2.46576646,-1.586915546,10,Grassland
24700,77.182,38.551,-2.420229085,-0.730729762,10,Grassland
22335,77.182,39.651,-2.697577057,-1.315706667,10,Grassland
20661,77.182,40.551,-2.064137202,-0.493132437,10,Grassland
20258,77.182,40.751,-2.654554424,-0.839630457,10,Grassland
29516,77.282,36.951,-2.50780701,-0.763510724,12,Cropland
29169,77.282,37.051,-2.023340673,-1.436133216,12,Cropland
28813,77.282,37.151,-3.500621361,-0.432344748,12,Cropland
26562,77.282,37.851,-2.537896505,-1.149521173,10,Grassland
26281,77.282,37.951,-2.307575383,-1.120191467,10,Grassland
26007,77.282,38.051,-2.648299056,-1.386920301,10,Grassland
25735,77.282,38.151,-2.319504245,-1.788243225,10,Grassland
25465,77.282,38.251,-2.608566887,-1.998279278,10,Grassland
25207,77.282,38.351,-2.032848609,-1.143920446,10,Grassland
24948,77.282,38.451,-2.021212618,-1.178753005,10,Grassland
24468,77.282,38.651,-2.453774277,-1.211517674,10,Grassland
21246,77.282,40.251,-2.256924809,-0.432993416,10,Grassland
20462,77.282,40.651,-2.01790656,-0.895823911,10,Grassland
20259,77.282,40.751,-2.650003803,-2.858946734,10,Grassland
29170,77.382,37.051,-2.373701836,-1.007404144,10,Grassland
26563,77.382,37.851,-2.524125311,-2.216733529,10,Grassland
26282,77.382,37.951,-2.551937119,-1.363428836,10,Grassland
26008,77.382,38.051,-2.579748927,-1.619534946,12,Cropland
25736,77.382,38.151,-2.323463211,-2.279389695,10,Grassland
25466,77.382,38.251,-2.055351162,-0.984676043,10,Grassland
25208,77.382,38.351,-2.610866937,-1.666117814,10,Grassland
24949,77.382,38.451,-2.586879324,-1.044615256,10,Grassland
24702,77.382,38.551,-2.480556478,-1.209358357,10,Grassland
24252,77.382,38.751,-2.5720308,-1.05373833,10,Grassland
29518,77.482,36.951,-3.369330728,-0.430844606,10,Grassland
28815,77.482,37.151,-2.365668081,-0.845005394,10,Grassland
26564,77.482,37.851,-2.308400899,-0.76130149,10,Grassland
26283,77.482,37.951,-2.314741324,-0.854581324,10,Grassland
26009,77.482,38.051,-2.32108175,-1.338468385,10,Grassland
25467,77.482,38.251,-2.334065244,-2.006329605,12,Cropland
25209,77.482,38.351,-2.371167101,-1.116528943,10,Grassland
24950,77.482,38.451,-2.347859658,-0.944441903,10,Grassland
24703,77.482,38.551,-2.574877434,-1.587203469,10,Grassland
24469,77.482,38.651,-2.196994289,0.204670373,10,Grassland
24035,77.482,38.851,-2.518079201,-1.180015396,10,Grassland
23826,77.482,38.951,-2.606249374,-0.23570226,10,Grassland
22337,77.482,39.651,-2.50265107,-0.647602067,10,Grassland
20463,77.482,40.651,-2.032656731,-1.375088882,10,Grassland
29172,77.582,37.051,-2.386325504,-0.948779705,10,Grassland
28816,77.582,37.151,-3.37083222,-0.432869692,10,Grassland
24704,77.582,38.551,-2.407201966,-1.252586011,10,Grassland
24470,77.582,38.651,-2.434387146,-1.233249057,12,Cropland
24253,77.582,38.751,-2.520320783,-1.666721481,10,Grassland
23827,77.582,38.951,-2.489557061,-1.671428467,10,Grassland
23606,77.582,39.051,-2.503615065,-0.903991379,10,Grassland
23388,77.582,39.151,-2.517673069,-1.460529397,10,Grassland
28817,77.682,37.151,-3.327569173,-0.430668953,10,Grassland
24254,77.682,38.751,-2.08364478,-0.733505978,10,Grassland
24037,77.682,38.851,-2.432918914,-1.246949477,10,Grassland
23828,77.682,38.951,-2.568902158,-1.172095666,10,Grassland
23389,77.682,39.151,-2.614921547,-2.170128438,10,Grassland
23165,77.682,39.251,-2.539400621,-1.340989103,12,Cropland
22939,77.682,39.351,-2.557267097,-0.843021947,12,Cropland
20261,77.682,40.751,-2.413788566,-1.146967101,12,Cropland
29174,77.782,37.051,-2.418892107,0.103481174,12,Cropland
23607,77.782,39.051,-2.470383287,-1.065057231,12,Cropland
23390,77.782,39.151,-2.640749402,-1.585288762,10,Grassland
23166,77.782,39.251,-2.348723997,-1.35169802,10,Grassland
22940,77.782,39.351,-2.506492905,-1.340308614,10,Grassland
20465,77.782,40.651,-2.241189741,-0.908556049,10,Grassland
23608,77.882,39.051,-2.290204633,-1.294480938,10,Grassland
23391,77.882,39.151,-2.662283206,-1.045533524,10,Grassland
22941,77.882,39.351,-2.48806094,-1.418467214,10,Grassland
20663,77.882,40.551,-2.128995245,0.551356445,12,Cropland
20466,77.882,40.651,-2.08515994,-0.691149199,12,Cropland
20262,77.882,40.751,-2.268917377,-0.763550759,12,Cropland
28820,77.982,37.151,-2.97094441,-0.342831078,12,Cropland
23392,77.982,39.151,-2.68381701,-0.64739539,12,Cropland
22942,77.982,39.351,-2.595663616,-1.033575523,12,Cropland
22740,77.982,39.451,-2.521664978,-0.23570226,12,Cropland
20467,78.082,40.651,-2.249059044,-1.935912317,12,Cropland
20263,78.082,40.751,-2.240495325,-1.483865629,12,Cropland
29178,78.182,37.051,-2.70123254,-0.432387105,10,Grassland
22741,78.182,39.451,-2.42722457,-1.064596543,10,Grassland
22146,78.182,39.751,-2.219385831,-1.899372757,10,Grassland
20468,78.182,40.651,-2.054745143,-1.044690533,10,Grassland
20264,78.182,40.751,-2.060016491,0.179522926,10,Grassland
20054,78.182,40.851,-2.213618495,-1.3529161,10,Grassland
27174,78.282,37.651,-2.061067756,-1.001797707,10,Grassland
22742,78.282,39.451,-2.416543974,-1.416109494,10,Grassland
22545,78.282,39.551,-2.412204637,-4.230660343,12,Cropland
22147,78.282,39.751,-2.232185545,-1.686087845,12,Cropland
20265,78.282,40.751,-2.010589321,-1.28975822,12,Cropland
27497,78.382,37.551,-2.028699599,-1.978469223,12,Cropland
22340,78.382,39.651,-2.381278501,-1.26781526,12,Cropland
20266,78.382,40.751,-2.066891384,-1.12967558,12,Cropland
20055,78.382,40.851,-2.230144329,-1.050350149,12,Cropland
22546,78.482,39.551,-2.141727269,-0.765442049,12,Cropland
22148,78.482,39.751,-2.33151196,-1.951526209,12,Cropland
20267,78.482,40.751,-2.271046286,-0.528987117,10,Grassland
20056,78.482,40.851,-2.001095099,-1.089309,10,Grassland
29877,78.582,36.851,-2.504482325,-0.519810821,10,Grassland
27817,78.582,37.451,-2.903492089,-0.858911763,12,Cropland
22341,78.582,39.651,-2.328104904,-0.329642443,12,Cropland
20268,78.582,40.751,-2.279926857,-0.692143843,12,Cropland
20057,78.582,40.851,-2.251530293,-1.351475387,10,Grassland
30206,78.682,36.751,-2.524141748,-1.107861483,12,Cropland
21955,78.682,39.851,-2.281314035,-1.714841713,12,Cropland
20058,78.682,40.851,-2.066696214,-1.628750342,12,Cropland
30845,78.782,36.551,-2.121234952,0.132342101,12,Cropland
21956,78.782,39.851,-2.267728785,-3.061445889,12,Cropland
20059,78.782,40.851,-2.271830443,-0.877699825,10,Grassland
19835,78.782,40.951,-2.246149351,-0.342996832,10,Grassland
30846,78.882,36.551,-2.91007769,-1.362851269,12,Cropland
29880,78.882,36.851,-2.455199916,-1.338563189,10,Grassland
21957,78.882,39.851,-2.44920343,-1.595372137,10,Grassland
20060,78.882,40.851,-2.279130254,-1.052774618,10,Grassland
19836,78.882,40.951,-2.252419862,-1.153662844,10,Grassland
18923,78.882,41.351,-2.13249899,-0.342991112,12,Cropland
48596,78.982,31.551,-2.247178465,-1.608094562,12,Cropland
31194,78.982,36.451,-2.031137772,-1.071193612,12,Cropland
30847,78.982,36.551,-2.162371209,-0.703126036,12,Cropland
20271,78.982,40.751,-2.180280307,-0.574106955,12,Cropland
31195,79.082,36.451,-2.078470484,-1.521398971,12,Cropland
21958,79.082,39.851,-2.158792036,-0.436627689,12,Cropland
21774,79.082,39.951,-2.185974876,-0.821867764,10,Grassland
19377,79.082,41.151,-2.207422897,-1.718805615,10,Grassland
18484,79.082,41.551,-2.092456426,-1.089097515,10,Grassland
49361,79.182,31.351,-2.40694938,-1.578521367,10,Grassland
48598,79.182,31.551,-2.311848845,-2.008088039,10,Grassland
30849,79.182,36.551,-2.26542227,-0.904822346,12,Cropland
22150,79.182,39.751,-2.320061505,-1.915377577,12,Cropland
19838,79.182,40.951,-2.271231394,-0.908214977,10,Grassland
19605,79.182,41.051,-2.2414331,-0.342917288,12,Cropland
45528,79.282,32.351,-2.313096362,-1.565985347,10,Grassland
30850,79.282,36.551,-3.158069176,0.333628095,10,Grassland
21775,79.282,39.951,-2.314603241,0.391570342,10,Grassland
19839,79.282,40.951,-2.1576585,-1.535491906,10,Grassland
19606,79.282,41.051,-2.163048089,-0.586094538,10,Grassland
19145,79.282,41.251,-2.182396769,-1.432814425,10,Grassland
18924,79.282,41.351,-2.082539958,-2.005629417,12,Cropland
45133,79.382,32.451,-2.336010869,-1.671099175,12,Cropland
21776,79.382,39.951,-2.322461888,-1.821948506,12,Cropland
21603,79.382,40.051,-2.455501948,-1.170821154,12,Cropland
19146,79.382,41.251,-2.012886276,0.443730666,10,Grassland
18925,79.382,41.351,-2.140335917,-1.076612385,10,Grassland
49364,79.482,31.351,-2.326057788,-4.21042443,10,Grassland
19147,79.482,41.251,-2.042305083,-1.548726332,10,Grassland
18926,79.482,41.351,-2.13220234,-0.653479351,12,Cropland
49742,79.582,31.251,-2.372410935,-1.645104895,10,Grassland
45923,79.582,32.251,-2.289923079,-1.734233982,10,Grassland
31199,79.582,36.451,-2.022829069,-1.240553282,10,Grassland
30853,79.582,36.551,-2.19519947,-0.42043133,10,Grassland
28479,79.582,37.251,-3.305187566,-1.577710497,10,Grassland
28152,79.582,37.351,-2.941300061,-1.401664582,10,Grassland
27820,79.582,37.451,-2.924894234,-0.849941938,10,Grassland
46313,79.682,32.151,-2.321115412,-1.668598361,10,Grassland
31844,79.682,36.251,-2.55248851,-0.720588527,12,Cropland
31200,79.682,36.451,-2.081671156,-1.515826038,10,Grassland
28823,79.682,37.151,-2.798304075,-0.970019082,10,Grassland
28480,79.682,37.251,-2.908770231,-1.157515164,10,Grassland
28153,79.682,37.351,-2.792885316,-1.658917535,10,Grassland
27821,79.682,37.451,-2.042262175,-1.470191183,10,Grassland
27500,79.682,37.551,-2.113318037,-0.970668871,10,Grassland
17859,79.682,41.851,-2.096603614,-0.208085193,10,Grassland
47080,79.782,31.951,-2.267152202,-1.401840213,10,Grassland
32166,79.782,36.151,-3.218935214,-0.978691227,10,Grassland
31845,79.782,36.251,-2.256437502,-1.486198183,10,Grassland
31531,79.782,36.351,-2.247955358,-0.342121119,10,Grassland
28824,79.782,37.151,-2.776442664,-0.374882163,12,Cropland
28481,79.782,37.251,-2.006762509,-0.74212834,10,Grassland
28154,79.782,37.351,-3.212835533,-0.678376278,12,Cropland
18058,79.782,41.751,-2.265831715,-0.166425003,10,Grassland
50119,79.882,31.151,-2.485280481,-0.715464644,10,Grassland
32167,79.882,36.151,-3.26007683,-0.861706057,10,Grassland
31846,79.882,36.251,-2.531775825,-0.944652747,10,Grassland
28825,79.882,37.151,-2.251775367,-1.77671406,10,Grassland
27822,79.882,37.451,-2.910245624,-0.622562057,10,Grassland
20869,79.882,40.451,-2.065909931,-1.020274359,10,Grassland
20665,79.882,40.551,-2.029516516,-1.160389172,10,Grassland
20471,79.882,40.651,-2.205465362,-1.528608234,10,Grassland
19379,79.882,41.151,-2.162645676,-1.371880919,10,Grassland
19149,79.882,41.251,-2.205806864,-0.23570226,12,Cropland
50495,79.982,31.051,-2.384658158,-1.709586952,10,Grassland
50120,79.982,31.151,-2.032295911,-0.767416352,10,Grassland
32168,79.982,36.151,-3.301218446,-1.408973457,10,Grassland
30857,79.982,36.551,-2.768898161,-1.307608899,10,Grassland
29188,79.982,37.051,-2.113602044,-1.439919319,10,Grassland
20472,79.982,40.651,-2.020937593,-1.104883248,10,Grassland
19150,79.982,41.251,-2.205298719,-0.910364546,12,Cropland
18277,79.982,41.651,-2.257653588,-0.083415301,10,Grassland
50873,80.082,30.951,-2.013373322,-1.200192184,10,Grassland
50496,80.082,31.051,-2.398370344,-1.287581106,10,Grassland
31848,80.082,36.251,-2.882168681,-0.626378293,10,Grassland
30858,80.082,36.551,-2.816193167,-1.224863889,10,Grassland
18927,80.082,41.351,-2.078410612,-1.928882962,12,Cropland
18278,80.082,41.651,-2.259327984,-1.356301657,10,Grassland
50874,80.182,30.951,-2.013208051,-1.060479999,10,Grassland
31849,80.182,36.251,-3.167699249,-0.674382172,10,Grassland
29190,80.182,37.051,-3.044833059,-1.034948847,10,Grassland
28827,80.182,37.151,-3.135228213,-1.419378885,10,Grassland
27502,80.182,37.551,-2.949258253,-0.763489446,10,Grassland
26869,80.182,37.751,-2.272623332,0.384689221,10,Grassland
20473,80.182,40.651,-2.076566577,-1.660981253,10,Grassland
20274,80.182,40.751,-2.190488873,-0.936765169,12,Cropland
20061,80.182,40.851,-2.161043948,-1.539068521,10,Grassland
19840,80.182,40.951,-2.223872826,-1.423202895,10,Grassland
19381,80.182,41.151,-2.23674132,-0.355662321,10,Grassland
19151,80.182,41.251,-2.242663889,-1.331517704,10,Grassland
18279,80.182,41.651,-2.014672066,-1.388024523,10,Grassland
51633,80.282,30.751,-2.238274024,-2.043577585,10,Grassland
51252,80.282,30.851,-2.423431633,-1.781057349,10,Grassland
50875,80.282,30.951,-2.011390783,-1.513551152,10,Grassland
31850,80.282,36.251,-3.591963037,-0.559907338,10,Grassland
28828,80.282,37.151,-2.84087715,-0.703395982,10,Grassland
20870,80.282,40.451,-2.207974564,-1.278300085,10,Grassland
20666,80.282,40.551,-2.355861977,-0.85540803,10,Grassland
20474,80.282,40.651,-2.193574071,-1.111947691,10,Grassland
20275,80.282,40.751,-2.004044411,-0.900117621,10,Grassland
20062,80.282,40.851,-2.238094222,-1.06891783,12,Cropland
19841,80.282,40.951,-2.144006879,-1.382650853,12,Cropland
19608,80.282,41.051,-2.122892975,-1.115285829,10,Grassland
19152,80.282,41.251,-2.080663553,-1.239245321,10,Grassland
18280,80.282,41.651,-2.253686231,-1.764566639,10,Grassland
16255,80.282,42.551,-2.165331294,-0.80141818,10,Grassland
16009,80.282,42.651,-2.017385894,0.744514012,10,Grassland
15757,80.282,42.751,-2.042656244,-2.037182633,10,Grassland
51634,80.382,30.751,-2.190239409,-1.763826166,10,Grassland
51253,80.382,30.851,-2.221361486,-1.381751189,10,Grassland
50876,80.382,30.951,-2.006063023,-1.475463731,10,Grassland
49748,80.382,31.251,-2.345572039,-1.528485287,10,Grassland
32172,80.382,36.151,-2.566009216,-1.49230967,10,Grassland
28829,80.382,37.151,-2.757978517,-1.455155476,10,Grassland
26870,80.382,37.751,-2.285099812,-0.894436473,10,Grassland
21063,80.382,40.351,-2.08039263,-1.604269604,10,Grassland
20871,80.382,40.451,-2.028389306,-1.071854785,12,Cropland
20667,80.382,40.551,-2.097550384,0.095525511,10,Grassland
20475,80.382,40.651,-2.252323098,-1.218071118,10,Grassland
20276,80.382,40.751,-2.232144998,-1.234392988,10,Grassland
20063,80.382,40.851,-2.244492518,-1.845729034,10,Grassland
19842,80.382,40.951,-2.213775095,-1.398729184,10,Grassland
19153,80.382,41.251,-2.144065986,-2.198110361,12,Cropland
18061,80.382,41.751,-2.018509108,0.095739523,12,Cropland
16256,80.382,42.551,-2.121259478,-0.452450591,12,Cropland
16010,80.382,42.651,-2.152741992,0.415245806,10,Grassland
15758,80.382,42.751,-2.05691968,-2.822037891,10,Grassland
51635,80.482,30.751,-2.429106533,-1.704739843,10,Grassland
50877,80.482,30.951,-2.000735263,-1.334318876,10,Grassland
50125,80.482,31.151,-2.316305299,-1.886378864,12,Cropland
49749,80.482,31.251,-2.359397515,-1.965323728,10,Grassland
32173,80.482,36.151,-2.572941565,-0.412056919,10,Grassland
31852,80.482,36.251,-3.88535169,-0.342990365,10,Grassland
20872,80.482,40.451,-2.382911315,-0.909809967,10,Grassland
20668,80.482,40.551,-2.376406221,0.439232197,10,Grassland
20476,80.482,40.651,-2.262980322,-1.061112889,10,Grassland
20277,80.482,40.751,-2.363017735,-1.428490536,10,Grassland
20064,80.482,40.851,-2.250890814,-1.336437418,10,Grassland
19843,80.482,40.951,-2.1351963,-1.21077064,10,Grassland
19609,80.482,41.051,-2.146956972,-1.649252124,10,Grassland
19382,80.482,41.151,-2.111090718,-1.111878776,12,Cropland
19154,80.482,41.251,-2.140057728,-2.463659779,12,Cropland
18062,80.482,41.751,-2.008485774,-1.013898908,10,Grassland
16257,80.482,42.551,-2.077187661,-0.680765248,10,Grassland
16011,80.482,42.651,-2.051253334,-1.160387003,10,Grassland
