BH,Site_name,Study_midyear,YearsOfData,Latitude,Longitude,Elevation,Manipulation,Manipulation_level,Biome,Ecosystem_type,Ecosystem_state,Leaf_habit,MAT,MAP,RS,RS_component,SPEI_min
169,Saihanba Forestry Center,2012,1,42.5,117.35,1400,Fertilized,10 g N m-2 yr2,Temperate,Forest,Managed,Evergreen,-1.4,450.1,87.15,Rh,-1.870139694
170,Saihanba Forestry Center,2012,1,42.5,117.35,1400,Fertilized,10 g N m-2 yr2,Temperate,Forest,Managed,Evergreen,-1.4,450.1,125,Rh,-1.870139694
171,Saihanba Forestry Center,2012,1,42.5,117.35,1400,Fertilized,15 g N m-2 yr2,Temperate,Forest,Managed,Evergreen,-1.4,450.1,67.51,Rh,-1.870139694
172,Saihanba Forestry Center,2012,1,42.5,117.35,1400,Fertilized,15 g N m-2 yr2,Temperate,Forest,Managed,Evergreen,-1.4,450.1,160.15,Rh,-1.870139694
173,Shiyan,2011,1,32.63,110.62,234,Fertilized,None,Subtropical,Cropland,Managed,Deciduous,15.3,834,292,Rh,-2.079788773
174,Shiyan,2011,1,32.63,110.62,234,Fertilized,150 kg Urea ha-1,Subtropical,Cropland,Managed,Deciduous,15.3,834,294,Rh,-2.079788773
175,Shiyan,2011,1,32.63,110.62,234,Fertilized,None,Subtropical,Cropland,Managed,Deciduous,15.3,834,272,Rh,-2.079788773
176,Shiyan,2011,1,32.63,110.62,234,Fertilized,150 kg Urea ha-1,Subtropical,Cropland,Managed,Deciduous,15.3,834,247,Rh,-2.079788773
177,Shiyan,2011,1,32.63,110.62,234,Fertilized,150 kg chicken manure ha-1,Subtropical,Cropland,Managed,Deciduous,15.3,834,316,Rh,-2.079788773
178,Shiyan,2011,1,32.63,110.62,234,Fertilized,75 kg Urea and 75 kg chicken manure ha-1,Subtropical,Cropland,Managed,Deciduous,15.3,834,287,Rh,-2.079788773
179,Miaoshanwu,2010,1,30.1,119.98,,None,None,Temperate,Forest,Natural,Evergreen,16.2,1464,1127.73,Rh,-1.244262701
180,Haibei Grassland Ecological Monitoring Station,2012,1,36.95,100.85,3140,Frenched,,Temperate,Grassland,Managed,Deciduous,1.34,408.45,921.564,Rh,-1.47778513
181,Haibei Grassland Ecological Monitoring Station,2012,1,36.95,100.85,3140,Frenched,,Temperate,Grassland,Managed,Deciduous,1.34,408.45,864.108,Rh,-1.47778513
182,Haibei Grassland Ecological Monitoring Station,2013,1,36.95,100.85,3140,Warmed,Open-top chambers ,Temperate,Grassland,Managed,Deciduous,1.34,408.45,822.15,Rh,-2.511989613
183,Haibei Grassland Ecological Monitoring Station,2013,1,36.95,100.85,3140,Warmed,Open-top chambers ,Temperate,Grassland,Managed,Deciduous,1.34,408.45,724.626,Rh,-2.511989613
184,Liangshui,2013,1,47.17,128.55,457.5,None,None,Temperate,Forest,Natural,Mixed,-0.3,676,140.95,Rh,-0.911588934
185,Liangshui,2013,1,47.17,128.55,457.5,None,None,Temperate,Forest,Natural,Deciduous,-0.3,676,319.9,Rh,-0.911588934
186,Liangshui,2013,1,47.17,128.55,457.5,Fertilized,,Temperate,Forest,Managed,Evergreen,-0.3,676,216.82,Rh,-0.911588934
187,Liangshui,2013,1,47.17,128.55,457.5,Fertilized,,Temperate,Forest,Managed,Deciduous,-0.3,676,286.9,Rh,-0.911588934
188,Hangzhou,2010,1,30.27,120.16,,None,None,Temperate,Wetland,Natural,Deciduous,16,1273,266.04,Rh,-1.280125336
189,Hangzhou,2010,1,30.27,120.16,,None,None,Temperate,Wetland,Natural,Deciduous,16,1273,266.04,Rh,-1.280125336
190,Hangzhou,2010,1,30.27,120.16,,None,None,Temperate,Wetland,Natural,Deciduous,16,1273,266.04,Rh,-1.280125336
191,Yanting Agro-Ecological Station of Purple Soil,2012,1,31.27,105.47,500,Fertilized,NPK,Subtropical,Cropland,Managed,Deciduous,17.3,826,127.352,Rh,-1.779882154
192,Yanting Agro-Ecological Station of Purple Soil,2013,1,31.27,105.47,500,Fertilized,NPK,Subtropical,Cropland,Managed,Deciduous,17.3,826,125.715,Rh,-2.318369433
193,Yanting Agro-Ecological Station of Purple Soil,2014,1,31.27,105.47,500,Fertilized,OM,Subtropical,Cropland,Managed,Deciduous,17.3,826,145.943,Rh,-1.425234869
194,Yanting Agro-Ecological Station of Purple Soil,2012,1,31.27,105.47,500,Fertilized,OM,Subtropical,Cropland,Managed,Deciduous,17.3,826,243.308,Rh,-1.779882154
195,Yanting Agro-Ecological Station of Purple Soil,2013,1,31.27,105.47,500,Fertilized,RSDNPK,Subtropical,Cropland,Managed,Deciduous,17.3,826,205.326,Rh,-2.318369433
196,Yanting Agro-Ecological Station of Purple Soil,2014,1,31.27,105.47,500,Fertilized,RSDNPK,Subtropical,Cropland,Managed,Deciduous,17.3,826,236.715,Rh,-1.425234869
197,Yanting Agro-Ecological Station of Purple Soil,2012,1,31.27,105.47,500,None,None,Subtropical,Forest,Natural,Evergreen,17.3,826,404.373,Rh,-1.779882154
198,Yanting Agro-Ecological Station of Purple Soil,2013,1,31.27,105.47,500,None,None,Subtropical,Forest,Natural,Evergreen,17.3,826,317.028,Rh,-2.318369433
199,Yanting Agro-Ecological Station of Purple Soil,2014,1,31.27,105.47,500,None,None,Subtropical,Forest,Natural,Evergreen,17.3,826,385.167,Rh,-1.425234869
200,,2012,1,32,118.87,,Fertilized,Ammonium-based mineral fertilizer,Subtropical,Cropland,Managed,Deciduous,15.4,1100,357.7,Rh,-1.725177314
201,,2012,1,32,118.87,,Litter manipulation,,Subtropical,Cropland,Managed,Deciduous,15.4,1100,463.55,Rh,-1.725177314
202,,2012,1,32,118.87,,Fertilized,Enhanced-efficiency fertilizer,Subtropical,Cropland,Managed,Deciduous,15.4,1100,444.57,Rh,-1.725177314
203,,2012,1,32,118.87,,Litter manipulation,,Subtropical,Cropland,Managed,Deciduous,15.4,1100,467.2,Rh,-1.725177314
206,"Forest Ecological Research Station, Baotianman Natural Reserve",2014,1,31.965,111.925,1400,None,None,Temperate,Forest,Natural,Deciduous,15.1,890,388,Rh,-1.648516108
207,"Forest Ecological Research Station, Baotianman Natural Reserve",2014,1,31.965,111.925,1400,Experimental throughfall reduction,50% reduction in throughfall,Temperate,Forest,Managed,Deciduous,15.1,890,417,Rh,-1.648516108
208,"Forest Ecological Research Station, Baotianman Natural Reserve",2015,1,31.965,111.925,1400,None,None,Temperate,Forest,Natural,Deciduous,15.1,890,506,Rh,-0.667788198
209,"Forest Ecological Research Station, Baotianman Natural Reserve",2015,1,31.965,111.925,1400,Experimental throughfall reduction,50% reduction in throughfall,Temperate,Forest,Managed,Deciduous,15.1,890,489,Rh,-0.667788198
210,Taihe city,2005,4,26.73,115.05,101,None,None,Subtropical,Forest,Natural,Evergreen,6.4,1469,441.3,Rh,-1.844163585
211,Taihe city,2005,4,26.73,115.05,110,None,None,Subtropical,Forest,Natural,Evergreen,6.4,1469,441.3,Rh,-1.844163585
212,Taihe city,2005,4,26.73,115.05,111,None,None,Subtropical,Forest,Natural,Evergreen,6.4,1469,441.3,Rh,-1.844163585
213,Taihe city,2005,4,26.73,115.05,92,None,None,Subtropical,Forest,Natural,Evergreen,6.4,1469,525.3,Rh,-1.844163585
214,Taihe city,2005,4,26.73,115.05,114,None,None,Subtropical,Forest,Natural,Evergreen,6.4,1469,525.3,Rh,-1.844163585
215,Taihe city,2005,4,26.73,115.05,109,None,None,Subtropical,Forest,Natural,Evergreen,6.4,1469,525.3,Rh,-1.844163585
216,,2012,1,42.5,117.35,1400,Fertilized,None,Temperate,Forest,Managed,Evergreen,-1.4,450.1,824.04,Rh,-1.870139694
217,,2012,1,42.5,117.35,1400,Fertilized,5 g N m-2 yr-1,Temperate,Forest,Managed,Evergreen,-1.4,450.1,937.44,Rh,-1.870139694
218,,2012,1,42.5,117.35,1400,Fertilized,5 g P m-2 yr-1 P,Temperate,Forest,Managed,Evergreen,-1.4,450.1,888.3,Rh,-1.870139694
219,,2012,1,42.5,117.35,1400,Fertilized,5 g N and 5 g P m-2 yr-1 N and P,Temperate,Forest,Managed,Evergreen,-1.4,450.1,699.3,Rh,-1.870139694
220,Nantou County,2012,1,23.68,120.8,1120,None,None,Subtropical,Forest,Natural,Evergreen,18.6,2407,448,Rh,-0.890732224
221,Nantou County,2013,1,23.68,120.8,1120,None,None,Subtropical,Forest,Natural,Evergreen,18.6,2407,478,Rh,-1.216682263
222,Nantou County,2014,1,23.68,120.8,1120,None,None,Subtropical,Forest,Natural,Evergreen,18.6,2407,437,Rh,-0.842539963
223,Nantou County,2015,1,23.68,120.8,1120,None,None,Subtropical,Forest,Natural,Evergreen,18.6,2407,455,Rh,-0.616800315
224,Jianfengling,2013,1,18.6,108.9,870,None,None,Tropical,Forest,Natural,Evergreen,19.15,2198,978,Rh,-0.443659311
225,Jianfengling,2013,1,18.6,108.9,880,None,None,Tropical,Forest,Natural,Evergreen,19.15,2198,728,Rh,-0.443659311
226,Haibei,2009,1,37.6,101.3,3198,Grazing,Warm-season grazing,Alpine,Grassland,Managed,Deciduous,-1.1,486,530.3966,Rh,-2.331973007
227,Haibei,2009,1,37.6,101.3,3198,Grazing,Cold-season grazing,Alpine,Grassland,Managed,Deciduous,-1.1,486,551.9682,Rh,-2.331973007
228,Haibei,2010,1,37.6,101.3,3198,Grazing,Warm-season grazing,Alpine,Grassland,Managed,Deciduous,-1.1,486,467.0784,Rh,-1.696212103
229,Haibei,2010,1,37.6,101.3,3198,Grazing,Cold-season grazing,Alpine,Grassland,Managed,Deciduous,-1.1,486,481.8514,Rh,-1.696212103
230,Haibei,2011,1,37.6,101.3,3198,Grazing,Warm-season grazing,Alpine,Grassland,Managed,Deciduous,-1.1,486,605.3285,Rh,-1.864515944
231,Haibei,2011,1,37.6,101.3,3198,Grazing,Cold-season grazing,Alpine,Grassland,Managed,Deciduous,-1.1,486,620.202,Rh,-1.864515944
232,Haibei,2012,1,37.6,101.3,3198,Grazing,Warm-season grazing,Alpine,Grassland,Managed,Deciduous,-1.1,486,423.644,Rh,-1.364653991
233,Haibei,2012,1,37.6,101.3,3198,Grazing,Cold-season grazing,Alpine,Grassland,Managed,Deciduous,-1.1,486,469.0625,Rh,-1.364653991
234,Haibei,2013,1,37.6,101.3,3198,Grazing,Warm-season grazing,Alpine,Grassland,Managed,Deciduous,-1.1,486,378.8073,Rh,-2.294977577
235,Haibei,2013,1,37.6,101.3,3198,Grazing,Cold-season grazing,Alpine,Grassland,Managed,Deciduous,-1.1,486,386.8268,Rh,-2.294977577
236,Hailun National Agro-ecological Experimental Station,2011,1,47.43,126.62,,Fertilized,CK,Temperate,Cropland,Managed,Deciduous,1.9,556,182,Rh,-1.795100938
237,Hailun National Agro-ecological Experimental Station,2012,1,47.43,126.62,,Fertilized,CK,Temperate,Cropland,Managed,Deciduous,1.9,556,199,Rh,-0.957839592
238,Hailun National Agro-ecological Experimental Station,2013,1,47.43,126.62,,Fertilized,CK,Temperate,Cropland,Managed,Deciduous,1.9,556,177,Rh,-0.632374911
239,Hailun National Agro-ecological Experimental Station,2011,1,47.43,126.62,,Fertilized,150 kg N ha-1,Temperate,Cropland,Managed,Deciduous,1.9,556,189,Rh,-1.795100938
240,Hailun National Agro-ecological Experimental Station,2012,1,47.43,126.62,,Fertilized,200 kg N ha-1,Temperate,Cropland,Managed,Deciduous,1.9,556,182.5,Rh,-0.957839592
241,Hailun National Agro-ecological Experimental Station,2013,1,47.43,126.62,,Fertilized,150 kg N ha-1,Temperate,Cropland,Managed,Deciduous,1.9,556,122.5,Rh,-0.632374911
242,,2013,1,36.37,100.9,3570,None,None,Alpine,Grassland,Natural,Deciduous,1.5,310,53.13,Rh,-2.41486246
243,Hailun,2011,1,47.43,126.62,,Fertilized,CK,Temperate,Cropland,Managed,Deciduous,1.9,556,183.3,Rh,-1.795100938
244,Hailun,2011,1,47.43,126.62,,Fertilized,Urea,Temperate,Cropland,Managed,Deciduous,1.9,556,210.2,Rh,-1.795100938
245,Hailun,2011,1,47.43,126.62,,Fertilized,N and pig manure,Temperate,Cropland,Managed,Deciduous,1.9,556,208.35,Rh,-1.795100938
246,Hailun,2011,1,47.43,126.62,,Fertilized,N and pig manure,Temperate,Cropland,Managed,Deciduous,1.9,556,193.9,Rh,-1.795100938
247,Hailun,2011,1,47.43,126.62,,Fertilized,N and chicken manure,Temperate,Cropland,Managed,Deciduous,1.9,556,203.5,Rh,-1.795100938
248,Hailun,2011,1,47.43,126.62,,Fertilized,N and chicken manure,Temperate,Cropland,Managed,Deciduous,1.9,556,197.8,Rh,-1.795100938
250,Heshan National Field Research Station of Forest Ecosystem,2012,1,22.683,112.9,,Plantation,,Subtropical,Forest,Managed,Evergreen,21.7,1676,536.55,Rh,-1.348041015
251,Heshan National Field Research Station of Forest Ecosystem,2012,1,22.683,112.9,,Plantation,,Subtropical,Forest,Managed,Evergreen,21.7,1676,850.45,Rh,-1.348041015
252,Heshan National Field Research Station of Forest Ecosystem,2012,1,22.683,112.9,,Plantation,,Subtropical,Forest,Managed,Evergreen,21.7,1676,773.8,Rh,-1.348041015
253,Wulongchi Experiment Station,2015,1,32.75,111.22,240,None,None,Subtropical,Forest,Natural,Evergreen,15.7,749.3,1714.33,Rh,-0.571576196
254,Wulongchi Experiment Station,2015,1,32.75,111.22,240,Plantation,,Subtropical,Forest,Managed,Evergreen,15.7,749.3,1396.98,Rh,-0.571576196
255,Wulongchi Experiment Station,2015,1,32.75,111.22,240,Plantation,,Subtropical,Forest,Managed,Evergreen,15.7,749.3,1714.33,Rh,-0.571576196
256,Gutianshan National Nature Reserve-Young,2010,1,29.2,118.2,375,None,None,Subtropical,Forest,Natural,Evergreen,15.1,2000,419.58,Rh,-1.314226109
257,Gutianshan National Nature Reserve-Medium,2010,1,29.2,118.2,471,None,None,Subtropical,Forest,Natural,Evergreen,15.1,2000,389.34,Rh,-1.314226109
258,Gutianshan National Nature Reserve-Old,2010,1,29.2,118.2,558,None,None,Subtropical,Forest,Natural,Evergreen,15.1,2000,381.78,Rh,-1.314226109
259,Huitong National Research Station of Forest Ecosystem,2014,1,26.67,109.43,,None,None,Temperate,Forest,Natural,Evergreen,16.5,1200,427.05,Rh,-1.600381385
260,Huitong National Research Station of Forest Ecosystem,2014,1,26.67,109.43,,None,None,Temperate,Forest,Natural,Evergreen,16.5,1200,335.8,Rh,-1.600381385
261,Huitong National Research Station of Forest Ecosystem,2014,1,26.67,109.43,,None,None,Temperate,Forest,Natural,Evergreen,16.5,1200,350.4,Rh,-1.600381385
262,Huitong National Research Station of Forest Ecosystem,2014,1,26.67,109.43,,None,None,Temperate,Forest,Natural,Evergreen,16.5,1200,328.5,Rh,-1.600381385
263,Huitong National Research Station of Forest Ecosystem,2015,1,26.67,109.43,,None,None,Temperate,Forest,Natural,Evergreen,16.5,1200,478.15,Rh,-1.203924184
264,Huitong National Research Station of Forest Ecosystem,2015,1,26.67,109.43,,None,None,Temperate,Forest,Natural,Evergreen,16.5,1200,394.2,Rh,-1.203924184
265,Huitong National Research Station of Forest Ecosystem,2015,1,26.67,109.43,,None,None,Temperate,Forest,Natural,Evergreen,16.5,1200,416.1,Rh,-1.203924184
266,Huitong National Research Station of Forest Ecosystem,2015,1,26.67,109.43,,None,None,Temperate,Forest,Natural,Evergreen,16.5,1200,390.55,Rh,-1.203924184
267,Taoyuan agroecological experimental station,2003,1,28.91,111.45,,Rotation,,Subtropical,Cropland,Managed,Deciduous,16.5,1437,633,Rh,-1.322716562
268,Taoyuan agroecological experimental station,2004,1,28.91,111.45,,Rotation,,Subtropical,Cropland,Managed,Deciduous,16.5,1437,588,Rh,-1.434662747
269,Taoyuan agroecological experimental station,2005,1,28.91,111.45,,Rotation,,Subtropical,Cropland,Managed,Deciduous,16.5,1437,163,Rh,-1.763351462
270,Taoyuan agroecological experimental station,2006,1,28.91,111.45,,Rotation,,Subtropical,Cropland,Managed,Deciduous,16.5,1437,363,Rh,-1.398957328
271,Taoyuan agroecological experimental station,2007,1,28.91,111.45,,Rotation,,Subtropical,Cropland,Managed,Deciduous,16.5,1437,337,Rh,-2.010061874
272,Taoyuan agroecological experimental station,2008,1,28.91,111.45,,Rotation,,Subtropical,Cropland,Managed,Deciduous,16.5,1437,393,Rh,-1.479302637
273,Taoyuan agroecological experimental station,2009,1,28.91,111.45,,Rotation,,Subtropical,Cropland,Managed,Deciduous,16.5,1437,576,Rh,-1.436500292
274,Taoyuan agroecological experimental station,2010,1,28.91,111.45,,Rotation,,Subtropical,Cropland,Managed,Deciduous,16.5,1437,397,Rh,-1.392111322
275,Dinghushan Biosphere Reserve,2010,1,23.15,112.5,,None,None,Subtropical,Forest,Natural,Evergreen,22.3,1680,766.5,Rh,-1.577280021
276,Dinghushan Biosphere Reserve,2011,1,23.15,112.5,,None,None,Subtropical,Forest,Natural,Evergreen,22.3,1680,613.2,Rh,-1.969177008
277,Dinghushan Biosphere Reserve,2010,1,23.15,112.5,,None,None,Subtropical,Forest,Natural,Evergreen,22.3,1680,788.4,Rh,-1.577280021
278,Dinghushan Biosphere Reserve,2011,1,23.15,112.5,,None,None,Subtropical,Forest,Natural,Evergreen,22.3,1680,624.15,Rh,-1.969177008
279,Dinghushan Biosphere Reserve,2010,1,23.15,112.5,,None,None,Subtropical,Forest,Natural,Evergreen,22.3,1680,843.15,Rh,-1.577280021
280,Dinghushan Biosphere Reserve,2011,1,23.15,112.5,,None,None,Subtropical,Forest,Natural,Evergreen,22.3,1680,751.9,Rh,-1.969177008
281,Maoershan ERS-Oak,2004,1.5,45.37,127.53,300,None,None,Temperate,Forest,Natural,Deciduous,2.8,700,524,Ra,-1.916176632
282,Maoershan ERS-Aspen,2004,1.5,45.37,127.53,300,None,None,Temperate,Forest,Natural,Deciduous,2.8,700,626,Ra,-1.916176632
283,Maoershan ERS-DecidMix,2004,1.5,45.37,127.53,300,None,None,Temperate,Forest,Natural,Deciduous,2.8,700,485,Ra,-1.916176632
284,Maoershan ERS-Hardwood,2004,1.5,45.37,127.53,300,None,None,Temperate,Forest,Natural,Deciduous,2.8,700,536,Ra,-1.916176632
285,Maoershan ERS-Pine,2004,1.5,45.37,127.53,300,None,None,Temperate,Forest,Natural,Evergreen,2.8,700,425,Ra,-1.916176632
286,Maoershan ERS-Larch,2004,1.5,45.37,127.53,300,None,None,Temperate,Forest,Natural,Deciduous,2.8,700,207,Ra,-1.916176632
287,Dinghushan-BF,2001,1,23.17,112.54,,None,None,Tropical,Forest,Natural,Deciduous,21,1927,1008,Ra,-0.752759187
288,Dinghushan-MF,2001,1,23.17,112.54,,None,None,Tropical,Forest,Natural,Mixed,21,1927,913,Ra,-0.752759187
289,Dinghushan-PF,2001,1,23.17,112.54,,None,None,Tropical,Forest,Natural,Evergreen,21,1927,921,Ra,-0.752759187
290,Haibei Station,2005,1,37.5,101.33,3300,None,None,Boreal,Grassland,Natural,Deciduous,-1.7,580,55,Ra,-1.474942799
291,Xinkou Experimental Forestry Centre-Xiaohu,2001,1,26.19,117.43,,None,None,Subtropical,Forest,Natural,Evergreen,19.1,1749,688,Ra,-1.285721454
292,Xinkou Experimental Forestry Centre-Xiaohu,2001,1,26.19,117.43,,Plantation,,Subtropical,Forest,Managed,Evergreen,19.1,1749,406,Ra,-1.285721454
293,Xinkou Experimental Forestry Centre-Xiaohu,2001,1,26.19,117.43,,Plantation,,Subtropical,Forest,Managed,Evergreen,19.1,1749,194,Ra,-1.285721454
294,Xinkou Experimental Forestry Centre-Xiaohu,2002,1,26.19,117.43,,None,None,Subtropical,Forest,Natural,Evergreen,19.1,1749,730,Ra,-1.212428495
295,Xinkou Experimental Forestry Centre-Xiaohu,2002,1,26.19,117.43,,Plantation,,Subtropical,Forest,Managed,Evergreen,19.1,1749,447,Ra,-1.212428495
296,Xinkou Experimental Forestry Centre-Xiaohu,2002,1,26.19,117.43,,Plantation,,Subtropical,Forest,Managed,Evergreen,19.1,1749,211,Ra,-1.212428495
297,Xinkou Experimental Forestry Centre-Xiaohu,2003,1,26.19,117.43,,None,None,Subtropical,Forest,Natural,Evergreen,19.1,1749,578,Ra,-2.320547065
298,Xinkou Experimental Forestry Centre-Xiaohu,2003,1,26.19,117.43,,Plantation,,Subtropical,Forest,Managed,Evergreen,19.1,1749,356,Ra,-2.320547065
299,Xinkou Experimental Forestry Centre-Xiaohu,2003,1,26.19,117.43,,Plantation,,Subtropical,Forest,Managed,Evergreen,19.1,1749,155,Ra,-2.320547065
300,Yanting Agro-ecological Station of Purple Soil,2005,1,31.27,105.47,500,Plantation,,Subtropical,Forest,Managed,Evergreen,17.3,826,232,Ra,-1.557646818
301,Ailao Mountains Nature Preserve,2004,1,24.53333333,101.0166667,2476,None,None,Subtropical,Forest,Natural,Evergreen,11.3,1840,327.36,Ra,-0.966638566
302,Ailao Mountains Nature Preserve,2005,1,24.53333333,101.0166667,2476,None,None,Subtropical,Forest,Natural,Evergreen,11.3,1840,235.62,Ra,-1.839090684
303,Ailao Mountains Nature Preserve,2006,1,24.53333333,101.0166667,2476,None,None,Subtropical,Forest,Natural,Evergreen,11.3,1840,271.26,Ra,-1.636754625
304,Menglun Nature Reserve,2005,5,21.9275,101.2652778,750,None,None,Tropical,Forest,Natural,Mixed,21.7,1487,432,Ra,-2.287091167
305,Tianjiling National Park,2007,1,28.1,113.0166667,80,Plantation,,Subtropical,Forest,Managed,Evergreen,17.2,1422,91,Ra,-2.35308924
306,Tianjiling National Park,2008,1,28.1,113.0166667,80,Plantation,,Subtropical,Forest,Managed,Evergreen,17.2,1422,181,Ra,-1.575568651
307,Heshan Hilly Land Interdisciplinary Experimental Station,2008,1,22.56666667,112.8333333,,Fertilized,,Subtropical,Forest,Managed,Evergreen,21.7,1290,202,Ra,-0.997938373
308,Heshan Hilly Land Interdisciplinary Experimental Station,2008,1,22.56666667,112.8333333,,Understory removal,,,Forest,Managed,Evergreen,21.7,1290,369,Ra,-0.997938373
309,Heshan Hilly Land Interdisciplinary Experimental Station,2008,1,22.56666667,112.8333333,,Fertilized,,,Forest,Managed,Evergreen,21.7,1290,286,Ra,-0.997938373
310,Heshan Hilly Land Interdisciplinary Experimental Station,2008,1,22.56666667,112.8333333,Fertilized,Fertilized,,Subtropical,Forest,Managed,Evergreen,21.7,1290,347,Ra,-0.997938373
311,Yanting Agro-Ecological Station of Purple Soil,2007,1,31.26666667,105.4666667,,None,None,Temperate,Forest,Natural,Evergreen,17.3,826,272,Ra,-1.778738473
312,Baotianman Natural Reserve,2008,1.5,33.5,112,,Understory removal,"Understory removal, C. alata addition",Temperate,Forest,Managed,Deciduous,15.1,900,192,Ra,-1.978444815
313,Baotianman Natural Reserve,2008,1.5,33.5,112,1450,None,None,Temperate,Forest,Natural,Deciduous,15.1,900,207,Ra,-1.978444815
314,Baotianman Natural Reserve,2008,1.5,33.5,112,1450,None,None,Temperate,Forest,Natural,Deciduous,15.1,900,321,Ra,-1.978444815
315,Baotianman Natural Reserve,2008,1.5,33.5,112,1450,None,None,Temperate,Forest,Natural,Deciduous,15.1,900,153,Ra,-1.978444815
316,Heshan Hilly Land Interdisciplinary Experimental Station,2007,1,22.56666667,112.8333333,,Fertilized,C. alata addition,Subtropical,Forest,Managed,Evergreen,21.7,1295,245,Ra,-2.025274407
317,Heshan Hilly Land Interdisciplinary Experimental Station,2007,1,22.56666667,112.8333333,,Fertilized,C. alata addition,Subtropical,Forest,Managed,Evergreen,21.7,1295,176,Ra,-2.025274407
318,Mt. Gonglushan,2010,1,36.42333333,109.5255,,Plantation,,Temperate,Forest,Managed,Deciduous,10.6,498,329,Ra,-2.193073463
319,Mt. Gonglushan,2010,1,36.42333333,109.5255,1353,None,None,Temperate,Forest,Natural,Deciduous,10.6,498,401,Ra,-2.193073463
320,National Field Research Station of Agro-Ecosystem,2010,1,47.43,128.63,240,None,None,Temperate,Grassland,Natural,Deciduous,1.5,550,27.3,Ra,-1.90676486
