BH,POINT_X,POINT_Y,Slope,RSquare,PValue,Sig,IGBP,MAP,MAT,Veg,Class
86000,104.0949387,37.25095441,-0.02,0.238325063,0.034,3,10,206,8.608333333,Grassland,3
86009,104.6449387,37.25095441,-0.05,0.475958376,0.001,3,10,214,7.8,Grassland,3
86011,104.7449387,37.25095441,-0.06,0.25695448,0.027,3,10,226,7.133333333,Grassland,3
86013,104.8449387,37.25095441,-0.02,0.29811161,0.016,3,10,216,8.016666667,Grassland,3
86014,104.8949387,37.25095441,0.01,0.353595669,0.007,1,10,214,8.466666667,Grassland,3
86016,104.9949387,37.25095441,0.02,0.396214875,0.004,1,10,241,6.841666667,Grassland,3
86020,105.1949387,37.25095441,0.02,0.42411731,0.003,1,10,250,6.925,Grassland,3
86022,105.2949387,37.25095441,-0.02,0.409167527,0.003,3,10,259,6.625,Grassland,3
86025,105.4449387,37.25095441,-0.05,0.329880493,0.01,3,10,267,6.691666667,Grassland,3
86027,105.5449387,37.25095441,0.09,0.245143558,0.031,1,10,278,6.25,Grassland,3
86030,105.6949387,37.25095441,-0.02,0.271821535,0.022,3,12,243,9.141666667,Cropland,1
86036,105.9949387,37.25095441,-0.02,0.237524344,0.034,3,10,285,7.491666667,Grassland,3
86042,106.2949387,37.25095441,-0.86,0.226802187,0.039,3,10,341,5.016666667,Grassland,3
86043,106.3449387,37.25095441,-0.32,0.211485018,0.048,3,10,308,7.133333333,Grassland,3
86172,112.8949387,37.25095441,-0.15,0.245969124,0.031,3,10,528,7.641666667,Grassland,3
86175,113.0449387,37.25095441,-0.15,0.236351496,0.035,3,10,541,7.316666667,Grassland,3
86183,113.4449387,37.25095441,-0.28,0.289452088,0.017,3,9,575,6.775,Savanna,4
86200,114.2949387,37.25095441,-0.08,0.24869712,0.03,3,12,562,12.775,Cropland,1
86297,120.4449387,37.25095441,0.04,0.433588045,0.002,1,12,668,11.075,Cropland,1
86302,120.7449387,37.25095441,0.11,0.22569169,0.04,1,12,693,10.875,Cropland,1
86328,122.0949387,37.25095441,-0.06,0.211106939,0.048,3,12,681,11.925,Cropland,1
86333,122.3449387,37.25095441,-0.03,0.255315141,0.027,3,12,708,11.5,Cropland,1
85367,85.39493872,37.20095441,0.15,0.315271024,0.012,1,10,72,-3.616666667,Grassland,3
85382,97.84493872,37.20095441,0.67,0.313182429,0.013,1,10,218,0.5,Grassland,3
85383,97.89493872,37.20095441,0.1,0.244084828,0.032,1,10,219,0.4,Grassland,3
85384,97.94493872,37.20095441,0.02,0.24548828,0.031,1,10,204,1.216666667,Grassland,3
85385,97.99493872,37.20095441,0.06,0.481237742,0.001,1,10,222,-0.1,Grassland,3
85386,98.04493872,37.20095441,0.06,0.619262573,0,1,10,229,-0.575,Grassland,3
85388,98.14493872,37.20095441,0.07,0.531176366,0,1,10,262,-2.85,Grassland,3
85389,98.19493872,37.20095441,0.05,0.320335031,0.012,1,10,252,-2.316666667,Grassland,3
85391,98.29493872,37.20095441,-0.06,0.534212869,0,3,10,221,-0.425,Grassland,3
85392,98.34493872,37.20095441,-0.06,0.602999314,0,3,10,233,-1.208333333,Grassland,3
85393,98.39493872,37.20095441,-0.32,0.309659948,0.013,3,10,195,0.883333333,Grassland,3
85394,98.49493872,37.20095441,0.08,0.678515317,0,1,10,256,-2.391666667,Grassland,3
85395,98.54493872,37.20095441,0.1,0.487322695,0.001,1,10,305,-5.283333333,Grassland,3
85397,98.64493872,37.20095441,0.05,0.365499102,0.006,1,10,275,-3.458333333,Grassland,3
85401,98.84493872,37.20095441,0.07,0.370233483,0.006,1,10,256,-2.233333333,Grassland,3
85402,98.89493872,37.20095441,0.25,0.547255725,0,1,10,241,-1.25,Grassland,3
85403,98.94493872,37.20095441,0.26,0.432446637,0.002,1,10,237,-1.008333333,Grassland,3
85404,98.99493872,37.20095441,0.21,0.460293275,0.001,1,10,236,-0.791666667,Grassland,3
85405,99.04493872,37.20095441,-0.16,0.521914049,0,3,10,250,-1.275,Grassland,3
85406,99.09493872,37.20095441,-0.26,0.35044913,0.008,3,10,255,-1.316666667,Grassland,3
85407,99.14493872,37.20095441,-0.2,0.331676712,0.01,3,10,234,-0.05,Grassland,3
85411,99.34493872,37.20095441,-0.26,0.327430674,0.01,3,10,249,0.25,Grassland,3
85412,99.39493872,37.20095441,0.18,0.256415662,0.027,1,10,254,0.333333333,Grassland,3
85414,99.49493872,37.20095441,0.35,0.475672761,0.001,1,10,280,-0.525,Grassland,3
85415,99.54493872,37.20095441,0.27,0.508068824,0.001,1,10,289,-0.716666667,Grassland,3
85422,99.89493872,37.20095441,-0.3,0.396811194,0.004,3,10,322,0.616666667,Grassland,3
85425,100.0949387,37.20095441,0.64,0.351893122,0.007,1,10,351,0.575,Grassland,3
85434,100.5449387,37.20095441,0.23,0.342808201,0.008,1,10,392,-0.175,Grassland,3
85444,101.0449387,37.20095441,0.07,0.286873788,0.018,1,10,477,-5.033333333,Grassland,3
85461,101.8949387,37.20095441,-0.05,0.477480771,0.001,3,10,499,-0.058333333,Grassland,3
85465,102.0949387,37.20095441,0.02,0.250225133,0.029,1,10,498,-0.625,Grassland,3
85474,102.5449387,37.20095441,-0.13,0.32257936,0.011,3,10,534,-3.291666667,Grassland,3
85477,102.6949387,37.20095441,-0.12,0.340668659,0.009,3,10,461,0.083333333,Grassland,3
85484,103.0449387,37.20095441,0.32,0.318474699,0.012,1,10,492,-0.291666667,Grassland,3
85492,103.4449387,37.20095441,-0.38,0.374824883,0.005,3,10,389,2.641666667,Grassland,3
85499,103.7949387,37.20095441,-0.07,0.210843357,0.048,3,10,261,6.275,Grassland,3
85515,104.6449387,37.20095441,-0.03,0.327976756,0.01,3,10,232,6.8,Grassland,3
85517,104.7449387,37.20095441,0.03,0.587239114,0,1,10,223,7.483333333,Grassland,3
85518,104.7949387,37.20095441,-0.02,0.418377909,0.003,3,10,216,8.075,Grassland,3
85519,104.8449387,37.20095441,-0.02,0.433148336,0.002,3,10,214,8.491666667,Grassland,3
85520,104.8949387,37.20095441,-0.03,0.53647796,0,3,10,219,8.208333333,Grassland,3
85521,104.9449387,37.20095441,0.01,0.238284734,0.034,1,10,230,7.416666667,Grassland,3
85600,108.8949387,37.20095441,0.15,0.209749978,0.049,1,10,432,8.208333333,Grassland,3
85613,109.5449387,37.20095441,-0.28,0.208922535,0.049,3,10,468,8.341666667,Grassland,3
85623,110.0449387,37.20095441,0.37,0.229474168,0.038,1,10,491,9.091666667,Grassland,3
85626,110.1949387,37.20095441,0.24,0.260076088,0.026,1,10,496,9.008333333,Grassland,3
85680,113.0449387,37.20095441,-0.11,0.227424551,0.039,3,10,536,8.741666667,Grassland,3
85713,114.6949387,37.20095441,0.14,0.283476712,0.019,1,12,527,13.45,Cropland,1
85791,120.0449387,37.20095441,-0.04,0.239834575,0.033,3,12,648,11.50833333,Cropland,1
84853,76.59493872,37.15095441,-0.07,0.280521836,0.02,3,10,37,5.591666667,Grassland,3
84857,76.89493872,37.15095441,-0.78,0.210126417,0.048,3,10,37,2.7,Grassland,3
84887,85.34493872,37.15095441,0.08,0.246835387,0.03,1,10,70,-3.091666667,Grassland,3
84897,97.14493872,37.15095441,-0.65,0.360323927,0.007,3,10,160,4.641666667,Grassland,3
84900,97.89493872,37.15095441,0.01,0.295427402,0.016,1,10,198,2.241666667,Grassland,3
84902,98.04493872,37.15095441,0.04,0.483830472,0.001,1,10,212,0.775,Grassland,3
84903,98.09493872,37.15095441,0.06,0.465571409,0.001,1,10,220,0.1,Grassland,3
84904,98.14493872,37.15095441,0.06,0.620781961,0,1,10,237,-1.041666667,Grassland,3
84905,98.19493872,37.15095441,0.06,0.61198903,0,1,10,244,-1.675,Grassland,3
84906,98.24493872,37.15095441,-0.02,0.235943722,0.035,3,10,226,-0.675,Grassland,3
84907,98.29493872,37.15095441,-0.05,0.56320265,0,3,10,257,-2.583333333,Grassland,3
84908,98.34493872,37.15095441,-0.05,0.60311289,0,3,10,201,0.725,Grassland,3
84909,98.49493872,37.15095441,0.06,0.358403348,0.007,1,10,269,-3.15,Grassland,3
84912,98.69493872,37.15095441,0.08,0.660007979,0,1,10,218,-0.358333333,Grassland,3
84913,98.74493872,37.15095441,0.08,0.597718331,0,1,10,232,-1.191666667,Grassland,3
84914,98.79493872,37.15095441,0.09,0.501649051,0.001,1,10,298,-4.375,Grassland,3
84915,98.84493872,37.15095441,0.11,0.216596457,0.045,1,10,245,-1.491666667,Grassland,3
84916,98.89493872,37.15095441,0.23,0.477410694,0.001,1,10,300,-4.383333333,Grassland,3
84917,98.94493872,37.15095441,0.18,0.397683856,0.004,1,10,292,-3.825,Grassland,3
84918,98.99493872,37.15095441,0.22,0.358791153,0.007,1,10,283,-3.158333333,Grassland,3
84919,99.04493872,37.15095441,-0.18,0.35684352,0.007,3,10,262,-1.916666667,Grassland,3
84920,99.09493872,37.15095441,-0.23,0.479955968,0.001,3,10,302,-3.916666667,Grassland,3
84921,99.14493872,37.15095441,-0.27,0.477725868,0.001,3,10,259,-1.391666667,Grassland,3
84923,99.24493872,37.15095441,-0.4,0.502329671,0.001,3,10,254,-0.708333333,Grassland,3
84925,99.34493872,37.15095441,-0.18,0.254656703,0.028,3,10,249,0.316666667,Grassland,3
84929,99.54493872,37.15095441,0.2,0.581303624,0,1,10,271,0.466666667,Grassland,3
84935,100.3949387,37.15095441,0.23,0.418403423,0.003,1,10,372,0.541666667,Grassland,3
84937,100.4949387,37.15095441,0.2,0.334540702,0.009,1,10,380,0.391666667,Grassland,3
84938,100.5449387,37.15095441,0.19,0.443049809,0.002,1,10,385,0.275,Grassland,3
84952,101.2449387,37.15095441,-0.18,0.285416334,0.018,3,10,458,-0.633333333,Grassland,3
84968,102.0449387,37.15095441,0.02,0.209899085,0.049,1,10,481,1.466666667,Grassland,3
84987,102.9949387,37.15095441,0.78,0.270770091,0.022,1,10,438,1.65,Grassland,3
84988,103.0449387,37.15095441,0.51,0.617729628,0,1,10,487,0.875,Grassland,3
85001,103.6949387,37.15095441,-0.24,0.587306079,0,3,10,360,3.166666667,Grassland,3
85002,103.7449387,37.15095441,-0.31,0.383723463,0.005,3,10,322,4.283333333,Grassland,3
85014,104.3949387,37.15095441,0.15,0.422102537,0.003,1,10,196,9.491666667,Grassland,3
85023,104.8449387,37.15095441,0.03,0.235219694,0.035,1,10,216,8.441666667,Grassland,3
85025,104.9949387,37.15095441,-0.03,0.558770403,0,3,10,246,6.8,Grassland,3
85125,110.0449387,37.15095441,0.26,0.27462068,0.021,1,10,495,9.616666667,Grassland,3
85126,110.0949387,37.15095441,0.48,0.27029896,0.023,1,10,496,9.325,Grassland,3
85129,110.2449387,37.15095441,0.39,0.211683508,0.047,1,10,499,9.208333333,Grassland,3
85198,113.8449387,37.15095441,0.82,0.328929272,0.01,1,9,590,10.65,Savanna,4
85243,116.1449387,37.15095441,0.09,0.268042521,0.023,1,12,517,13.75,Cropland,1
85294,118.8949387,37.15095441,-0.04,0.287142766,0.018,3,12,607,12.825,Cropland,1
85296,119.9949387,37.15095441,-0.08,0.211206959,0.048,3,12,650,11.6,Cropland,1
85313,120.8449387,37.15095441,-0.1,0.221087842,0.042,3,12,702,11.41666667,Cropland,1
84355,76.44493872,37.10095441,-0.04,0.23327549,0.036,3,10,41,0.966666667,Grassland,3
84356,76.64493872,37.10095441,-0.2,0.350882841,0.008,3,10,37,4.55,Grassland,3
84359,76.89493872,37.10095441,-0.1,0.252898845,0.028,3,10,37,2.108333333,Grassland,3
84392,85.04493872,37.10095441,-0.13,0.255505375,0.027,3,10,80,-5.933333333,Grassland,3
84403,98.29493872,37.10095441,-0.04,0.686184469,0,3,10,208,0.583333333,Grassland,3
84404,98.34493872,37.10095441,-0.06,0.670657165,0,3,10,228,-0.625,Grassland,3
84405,98.39493872,37.10095441,-0.01,0.319768102,0.012,3,10,179,1.933333333,Grassland,3
84406,98.44493872,37.10095441,0.06,0.661421753,0,1,10,262,-2.683333333,Grassland,3
84409,98.59493872,37.10095441,0.09,0.587276121,0,1,10,313,-5.55,Grassland,3
84410,98.64493872,37.10095441,0.03,0.244876305,0.031,1,10,273,-3.191666667,Grassland,3
84411,98.69493872,37.10095441,0.08,0.621567711,0,1,10,210,0.008333333,Grassland,3
84412,98.74493872,37.10095441,0.08,0.58674995,0,1,10,216,-0.241666667,Grassland,3
84413,98.79493872,37.10095441,0.1,0.626467675,0,1,10,253,-2.025,Grassland,3
84414,98.84493872,37.10095441,0.06,0.581373259,0,1,10,269,-2.758333333,Grassland,3
84415,98.89493872,37.10095441,0.08,0.50946097,0.001,1,10,251,-1.775,Grassland,3
84417,98.99493872,37.10095441,0.07,0.27584405,0.021,1,10,305,-4.275,Grassland,3
84418,99.04493872,37.10095441,-0.08,0.289311436,0.018,3,10,281,-2.916666667,Grassland,3
84419,99.09493872,37.10095441,-0.23,0.425560749,0.002,3,10,287,-2.975,Grassland,3
84420,99.14493872,37.10095441,-0.29,0.595369498,0,3,10,255,-1.166666667,Grassland,3
84421,99.19493872,37.10095441,-0.29,0.565465413,0,3,10,254,-0.983333333,Grassland,3
84422,99.24493872,37.10095441,-0.24,0.514607469,0.001,3,10,256,-0.916666667,Grassland,3
84423,99.29493872,37.10095441,-0.23,0.394017695,0.004,3,10,290,-2.433333333,Grassland,3
84424,99.34493872,37.10095441,-0.2,0.353646686,0.007,3,10,286,-1.908333333,Grassland,3
84425,99.39493872,37.10095441,0.23,0.298510097,0.016,1,10,280,-1.316666667,Grassland,3
84427,99.49493872,37.10095441,0.32,0.25138707,0.029,1,10,264,0.508333333,Grassland,3
84428,99.54493872,37.10095441,0.27,0.273917448,0.021,1,10,270,0.541666667,Grassland,3
84433,100.3949387,37.10095441,0.44,0.465244804,0.001,1,10,366,0.666666667,Grassland,3
84435,100.4949387,37.10095441,0.21,0.517832893,0.001,1,10,375,0.616666667,Grassland,3
84436,100.5449387,37.10095441,0.46,0.45005609,0.002,1,10,381,0.5,Grassland,3
84451,101.2949387,37.10095441,0.02,0.313965864,0.013,1,10,456,0.95,Grassland,3
84457,101.5949387,37.10095441,0.05,0.474508007,0.001,1,10,485,1.883333333,Grassland,3
84468,102.1449387,37.10095441,0.02,0.28843345,0.018,1,10,494,0.033333333,Grassland,3
84471,102.2949387,37.10095441,-0.31,0.343223345,0.008,3,10,465,1.5,Grassland,3
84484,103.0449387,37.10095441,0.59,0.342056894,0.009,1,10,432,2.108333333,Grassland,3
84485,103.0949387,37.10095441,0.52,0.258796638,0.026,1,10,432,2.116666667,Grassland,3
84486,103.1449387,37.10095441,0.37,0.249914905,0.029,1,10,466,1.391666667,Grassland,3
84489,103.2949387,37.10095441,-0.16,0.233413763,0.036,3,10,458,1.358333333,Grassland,3
84490,103.3449387,37.10095441,-0.2,0.292768444,0.017,3,10,440,1.758333333,Grassland,3
84492,103.4449387,37.10095441,-0.29,0.36333624,0.006,3,10,410,2.383333333,Grassland,3
84497,103.6949387,37.10095441,-0.27,0.346944868,0.008,3,10,453,0.291666667,Grassland,3
84498,103.7449387,37.10095441,0.05,0.445388416,0.002,1,10,396,2.133333333,Grassland,3
84499,103.7949387,37.10095441,-0.36,0.434934857,0.002,3,10,360,3.166666667,Grassland,3
84508,104.3449387,37.10095441,0.07,0.331331193,0.01,1,10,201,9.066666667,Grassland,3
84516,104.7949387,37.10095441,-0.02,0.387294405,0.004,3,10,222,8.108333333,Grassland,3
84517,104.8449387,37.10095441,0.11,0.258434239,0.026,1,10,220,8.266666667,Grassland,3
84519,104.9449387,37.10095441,0.02,0.301106686,0.015,1,10,225,8.225,Grassland,3
84520,104.9949387,37.10095441,0.02,0.278922235,0.02,1,10,232,7.833333333,Grassland,3
84521,105.0449387,37.10095441,0.02,0.559444091,0,1,10,246,7.116666667,Grassland,3
84587,108.3449387,37.10095441,-0.3,0.210715144,0.048,3,10,416,7.516666667,Grassland,3
84619,109.9449387,37.10095441,0.8,0.249315627,0.03,1,10,492,8.975,Grassland,3
84687,113.5449387,37.10095441,-0.23,0.546605245,0,3,5,641,5.258333333,Forest,2
84688,113.5949387,37.10095441,0.75,0.325501542,0.011,1,9,596,8.016666667,Savanna,4
84758,117.1949387,37.10095441,-0.07,0.279579663,0.02,3,12,538,14,Cropland,1
84804,120.2949387,37.10095441,-0.04,0.266743909,0.024,3,12,690,10.73333333,Cropland,1
84816,120.8949387,37.10095441,-0.07,0.213353436,0.046,3,12,724,11.06666667,Cropland,1
84819,121.0449387,37.10095441,-0.07,0.237657839,0.034,3,12,734,11.15833333,Cropland,1
84825,121.3449387,37.10095441,-0.12,0.290197509,0.017,3,12,714,11.75,Cropland,1
83871,76.74493872,37.05095441,-0.33,0.258726923,0.026,3,10,36,3.966666667,Grassland,3
83873,76.94493872,37.05095441,-0.06,0.279653851,0.02,3,10,35,5.225,Grassland,3
83874,76.99493872,37.05095441,-0.07,0.261288414,0.025,3,10,37,2.033333333,Grassland,3
83901,80.19493872,37.05095441,-0.1,0.239656142,0.033,3,12,34,13.06666667,Cropland,1
83913,92.99493872,37.05095441,-0.42,0.312000032,0.013,3,10,43,3.425,Grassland,3
83924,98.44493872,37.05095441,0.21,0.445552551,0.002,1,10,205,0.583333333,Grassland,3
83925,98.49493872,37.05095441,0.05,0.236030157,0.035,1,10,241,-1.333333333,Grassland,3
83927,98.59493872,37.05095441,0.23,0.2686133,0.023,1,10,247,-1.725,Grassland,3
83928,98.69493872,37.05095441,0.03,0.212460106,0.047,1,10,252,-2.033333333,Grassland,3
83929,98.74493872,37.05095441,0.07,0.643355617,0,1,10,188,1.275,Grassland,3
83930,98.79493872,37.05095441,0.05,0.308234461,0.014,1,10,203,0.516666667,Grassland,3
83931,98.84493872,37.05095441,0.05,0.417808849,0.003,1,10,283,-3.4,Grassland,3
83932,98.89493872,37.05095441,0.09,0.471707504,0.001,1,10,227,-0.466666667,Grassland,3
83933,98.94493872,37.05095441,0.09,0.369585062,0.006,1,10,228,-0.525,Grassland,3
83934,98.99493872,37.05095441,0.23,0.347972156,0.008,1,10,286,-3.308333333,Grassland,3
83938,99.19493872,37.05095441,-0.27,0.420706599,0.003,3,10,294,-3.041666667,Grassland,3
83939,99.24493872,37.05095441,-0.29,0.468054261,0.001,3,10,263,-1.166666667,Grassland,3
83940,99.29493872,37.05095441,-0.23,0.524857448,0,3,10,259,-0.766666667,Grassland,3
83941,99.34493872,37.05095441,-0.22,0.441651935,0.002,3,10,263,-0.691666667,Grassland,3
83942,99.39493872,37.05095441,0.27,0.388546063,0.004,1,10,285,-1.691666667,Grassland,3
83943,99.44493872,37.05095441,0.18,0.209628409,0.049,1,10,292,-1.808333333,Grassland,3
83944,99.49493872,37.05095441,0.27,0.382446717,0.005,1,10,281,-0.641666667,Grassland,3
83951,100.4449387,37.05095441,-0.04,0.207681515,0.05,3,10,368,0.741666667,Grassland,3
83976,101.7449387,37.05095441,0.1,0.213773528,0.046,1,12,464,3.541666667,Cropland,1
83980,101.9449387,37.05095441,0.03,0.283702352,0.019,1,10,496,0,Grassland,3
83986,102.2449387,37.05095441,0.04,0.316164805,0.012,1,10,500,-0.491666667,Grassland,3
83987,102.2949387,37.05095441,0.03,0.225085608,0.04,1,10,451,2.308333333,Grassland,3
83995,102.6949387,37.05095441,0.1,0.250194983,0.029,1,10,503,-0.883333333,Grassland,3
84001,102.9949387,37.05095441,0.85,0.22336994,0.041,1,10,407,2.991666667,Grassland,3
84002,103.0449387,37.05095441,0.53,0.25489507,0.027,1,10,389,3.55,Grassland,3
84003,103.0949387,37.05095441,0.39,0.29147073,0.017,1,10,403,3.116666667,Grassland,3
84006,103.2449387,37.05095441,0.52,0.251083156,0.029,1,10,439,2.058333333,Grassland,3
84007,103.2949387,37.05095441,-0.2,0.224594138,0.04,3,10,438,2.016666667,Grassland,3
84009,103.3949387,37.05095441,-0.28,0.210050466,0.048,3,10,412,2.575,Grassland,3
84015,103.6949387,37.05095441,-0.13,0.249831463,0.029,3,10,412,1.85,Grassland,3
84018,103.8449387,37.05095441,-0.32,0.385978098,0.005,3,10,386,2.366666667,Grassland,3
84026,104.3449387,37.05095441,-0.01,0.314635813,0.012,3,10,208,8.616666667,Grassland,3
84035,104.7949387,37.05095441,-0.03,0.280020686,0.02,3,10,225,7.883333333,Grassland,3
84038,104.9449387,37.05095441,0.14,0.228231277,0.039,1,10,226,8.358333333,Grassland,3
84039,104.9949387,37.05095441,0.03,0.31082014,0.013,1,10,231,8.208333333,Grassland,3
84052,105.7449387,37.05095441,0.05,0.212157505,0.047,1,10,273,8.55,Grassland,3
84124,109.3449387,37.05095441,0.5,0.248910858,0.03,1,10,462,7.725,Grassland,3
84139,110.0949387,37.05095441,0.36,0.2877837,0.018,1,10,499,9.433333333,Grassland,3
84306,120.1449387,37.05095441,-0.03,0.237541355,0.034,3,12,678,11.16666667,Cropland,1
84348,122.2449387,37.05095441,-0.05,0.305820627,0.014,3,12,690,11.83333333,Cropland,1
83388,76.69493872,37.00095441,0.31,0.226870619,0.039,1,10,38,1.291666667,Grassland,3
83400,77.74493872,37.00095441,0.18,0.296025905,0.016,1,10,37,-0.108333333,Grassland,3
83405,78.19493872,37.00095441,0.02,0.297460816,0.016,1,10,34,1.983333333,Grassland,3
83426,81.69493872,37.00095441,-0.56,0.2142555,0.046,3,10,33,12.225,Grassland,3
83438,98.64493872,37.00095441,-0.11,0.542150452,0,3,10,160,2.691666667,Grassland,3
83439,98.69493872,37.00095441,-0.05,0.339054299,0.009,3,10,167,2.35,Grassland,3
83440,98.74493872,37.00095441,-0.07,0.639421074,0,3,10,249,-1.816666667,Grassland,3
83441,98.79493872,37.00095441,-0.12,0.558928132,0,3,10,207,0.308333333,Grassland,3
83442,98.84493872,37.00095441,-0.05,0.523080281,0,3,10,188,1.383333333,Grassland,3
83443,98.89493872,37.00095441,-0.06,0.598461425,0,3,10,219,-0.2,Grassland,3
83444,98.94493872,37.00095441,-0.11,0.386620445,0.004,3,10,213,0.266666667,Grassland,3
83445,98.99493872,37.00095441,-0.14,0.471082198,0.001,3,10,260,-1.966666667,Grassland,3
83446,99.04493872,37.00095441,-0.18,0.321139626,0.011,3,10,263,-1.858333333,Grassland,3
83447,99.09493872,37.00095441,-0.05,0.330789226,0.01,3,10,315,-4.575,Grassland,3
83449,99.19493872,37.00095441,-0.08,0.360268612,0.007,3,10,277,-2.15,Grassland,3
83450,99.24493872,37.00095441,-0.33,0.307797022,0.014,3,10,269,-1.541666667,Grassland,3
83451,99.29493872,37.00095441,-0.39,0.272354223,0.022,3,10,307,-3.425,Grassland,3
83453,99.39493872,37.00095441,0.23,0.307680891,0.014,1,10,262,-0.25,Grassland,3
83454,99.44493872,37.00095441,0.28,0.351870468,0.007,1,10,262,0.116666667,Grassland,3
83455,99.49493872,37.00095441,0.22,0.380728246,0.005,1,10,266,0.266666667,Grassland,3
83457,99.59493872,37.00095441,0.23,0.210699349,0.048,1,10,273,0.683333333,Grassland,3
83459,99.69493872,37.00095441,0.2,0.243556061,0.032,1,10,286,0.725,Grassland,3
83466,100.7949387,37.00095441,0.03,0.215966836,0.045,1,10,392,0.816666667,Grassland,3
83467,100.8449387,37.00095441,0.02,0.21532345,0.045,1,10,397,0.975,Grassland,3
83502,102.5949387,37.00095441,-0.03,0.278590886,0.02,3,10,433,2.358333333,Grassland,3
83516,103.2949387,37.00095441,-0.23,0.334270536,0.01,3,10,402,3.141666667,Grassland,3
83518,103.3949387,37.00095441,-0.2,0.433647679,0.002,3,10,399,3,Grassland,3
83529,104.1449387,37.00095441,-0.01,0.238454576,0.034,3,10,235,7.475,Grassland,3
83530,104.1949387,37.00095441,-0.05,0.306297605,0.014,3,10,284,5.283333333,Grassland,3
83531,104.2449387,37.00095441,-0.31,0.365920005,0.006,3,10,269,5.741666667,Grassland,3
83534,104.3949387,37.00095441,-0.43,0.250281681,0.029,3,10,327,3.575,Grassland,3
83538,104.5949387,37.00095441,0.85,0.298998483,0.015,1,10,296,4.55,Grassland,3
83547,105.0449387,37.00095441,0.03,0.241829155,0.032,1,10,239,8.041666667,Grassland,3
83548,105.0949387,37.00095441,0.04,0.327461872,0.01,1,10,241,8.05,Grassland,3
83549,105.1449387,37.00095441,0.03,0.213241419,0.047,1,10,248,7.916666667,Grassland,3
83554,105.4449387,37.00095441,-0.03,0.356727356,0.007,3,10,266,7.966666667,Grassland,3
83555,105.4949387,37.00095441,-0.03,0.371248438,0.006,3,10,267,8.125,Grassland,3
83557,105.5949387,37.00095441,-0.03,0.280677026,0.02,3,10,272,8.2,Grassland,3
83564,105.9449387,37.00095441,-0.73,0.210620155,0.048,3,12,284,8.825,Cropland,1
83574,106.4449387,37.00095441,0.05,0.290021809,0.017,1,10,342,6.908333333,Grassland,3
83576,106.5449387,37.00095441,0.08,0.347502836,0.008,1,10,342,7.241666667,Grassland,3
83603,107.8949387,37.00095441,0.56,0.340822599,0.009,1,10,400,7.691666667,Grassland,3
83639,109.6949387,37.00095441,-1.86,0.349087896,0.008,3,10,496,9.108333333,Grassland,3
83640,109.7449387,37.00095441,-0.69,0.209256953,0.049,3,10,496,9.083333333,Grassland,3
83654,110.4449387,37.00095441,0.01,0.405498123,0.003,1,10,500,10.56666667,Grassland,3
83709,113.2949387,37.00095441,-0.31,0.302306706,0.015,3,10,611,6.525,Grassland,3
83712,113.4449387,37.00095441,-0.23,0.261123606,0.025,3,5,604,7.641666667,Forest,2
83833,120.3949387,37.00095441,-0.05,0.310822534,0.013,3,12,690,11.30833333,Cropland,1
83834,120.4449387,37.00095441,-0.03,0.392128257,0.004,3,12,688,11.38333333,Cropland,1
83836,120.5449387,37.00095441,0.1,0.214355598,0.046,1,12,700,11.23333333,Cropland,1
83841,120.7949387,37.00095441,0.1,0.399732037,0.004,1,12,718,11.40833333,Cropland,1
83851,121.2949387,37.00095441,0.15,0.305210186,0.014,1,12,730,11.925,Cropland,1
82899,75.59493872,36.95095441,-0.1,0.251224393,0.029,3,10,65,-4.1,Grassland,3
82909,76.94493872,36.95095441,-0.04,0.277489426,0.02,3,10,38,0.891666667,Grassland,3
82912,77.34493872,36.95095441,0.05,0.414418286,0.003,1,10,36,1.133333333,Grassland,3
82919,78.24493872,36.95095441,0.03,0.254919392,0.027,1,10,34,2.925,Grassland,3
82935,84.79493872,36.95095441,-0.14,0.41366417,0.003,3,10,68,-3.216666667,Grassland,3
82936,91.59493872,36.95095441,-0.32,0.374887845,0.005,3,10,108,-4.508333333,Grassland,3
82945,98.69493872,36.95095441,-0.07,0.601229463,0,3,10,182,1.583333333,Grassland,3
82946,98.74493872,36.95095441,-0.07,0.234148815,0.036,3,10,249,-1.75,Grassland,3
82948,98.84493872,36.95095441,-0.08,0.225942976,0.04,3,10,230,-0.691666667,Grassland,3
82950,98.94493872,36.95095441,-0.08,0.54076659,0,3,10,246,-1.366666667,Grassland,3
82951,98.99493872,36.95095441,-0.09,0.371575589,0.006,3,10,245,-1.208333333,Grassland,3
82952,99.04493872,36.95095441,-0.2,0.472938247,0.001,3,10,275,-2.525,Grassland,3
82953,99.09493872,36.95095441,-0.19,0.357747028,0.007,3,10,255,-1.35,Grassland,3
82954,99.14493872,36.95095441,-0.13,0.320373702,0.012,3,10,318,-4.466666667,Grassland,3
82957,99.29493872,36.95095441,-0.17,0.218004386,0.044,3,10,315,-3.791666667,Grassland,3
82960,99.44493872,36.95095441,0.19,0.387725209,0.004,1,10,274,-0.741666667,Grassland,3
82961,99.49493872,36.95095441,0.22,0.405391709,0.003,1,10,268,0.116666667,Grassland,3
82965,99.69493872,36.95095441,-0.31,0.262694571,0.025,3,10,284,0.808333333,Grassland,3
82966,99.74493872,36.95095441,0.3,0.394907983,0.004,1,10,290,0.775,Grassland,3
82974,100.8949387,36.95095441,0.03,0.271514029,0.022,1,10,394,1.5,Grassland,3
